IdMarca,brand
10662,Libby Titus
10663,B2-Atom Heart
10664,Ludwig van beethoven
10665,PiMP
10666,Neighborhoods
10667,Merle Travis
10668,Stephane Grappelli
10669,Jacques Haurogne
10670,Freak Power
10671,Hi-Gate
10672,Doyle Bramhall II
10673,Svante Henryson
10674,Heimdall
10675,C. Lanzbom
10676,H2h
10677,Fireside
10678,Primitive Quartet
10679,Big Hat
10680,Chris Camozzi
10681,Artie Shaw
10682,Wiess/Finn
10683,David McAlmont
10684,Tabloids
10685,Robin Trower
10686,That Loving Feeling-Very best of
10687,V. Postnikova
10688,Funktelligence
10689,Garcia
10690,Robin Gibb
10691,Kamm
10692,Who Wants to Be a Millionaire
10693,Kay Cordell Whitaker
10694,Marcel Dadi
10695,Le Hammond Inferno
10696,Smash Mouth
10697,"Merlin 200,000 Miles"
10698,Patrick Peyton
10699,John Rocca
10700,Tansads
10701,Jennifer LaMountain
10702,Downinside
10703,Carl Stone
10704,Hard-Ons
10705,The Railway Raver
10706,Okko Bekker
10707,The Geckos
10708,Marit Peters
10709,Henrique Cazes
10710,Massimo Ranieri
10711,The Tony Rich Project
10712,Russell Simins
10713,Petty Booka
10714,Bevere John
10715,BBC
10716,P.k.o.
10717,Donnie McClurkin
10718,Wood Children
10719,Altar
10720,Rob Watson
10721,Alvin Stardust
10722,Kirlian Camera
10723,Alibis
10724,E-Type
10725,2-4 Family
10726,The Completion
10727,Agnaldo Rayol
10728,Kenny Markford
10729,Maria Lucia Nogueira
10730,Liz Abella
10731,Arrested Development
10732,MONDAY MICHIRU
10733,Costy L
10734,Axel Rudi Pell
10735,Gordon Bok
10736,Sarah Laughing
10737,Carrapicho
10738,Joey Tempest
10739,12 Rounds
10740,Anthenaeum
10741,Merry Thoughts
10742,Phil Trigwell
10743,Nick Longo
10744,Lou Cabot
10745,Daddy Franky and Culture Flyie
10746,Mojo Club
10747,Bloody Chicletts
10748,Hank Mobley
10749,Spiderbait
10750,Bob & Various Artists Dylan
10751,Rene Froger
10752,Mark De Clive Lowe
10753,Stupid Angel
10754,Joni Eareckson Tada
10755,Brian Flynn
10756,Emotion In Motion
10757,Dark City Sisters
10758,Space Art
10759,Moneypenny
10760,Steffani Bennett
10761,Tribal Tech
10762,Super Sixties Smashes
10763,Jimmy Jack Stark
10764,Hidden Speaker
10765,Travis
10766,C Real
10767,Ejwuusl Wessahqqan
10768,Litter
10769,Elisabeth Troy
10770,Lightwave
10771,W. Clifford Petty
10772,Nicole C. Mullen
10773,Va-Rca Victor Jazz: First Half
10774,God's Groove
10775,Alisha's Attic
10776,Barry Levine
10777,Pet Music
10778,Exhibition
10779,Alberto Turco
10780,Woodshed
10781,Jon Gibson
10782,Prong
10783,Jan Berlin PhD
10784,Dwayne Condon Connection
10785,Philip Kirkorov
10786,Joe Keawe
10787,Bob Sinclar
10788,Jimmie's Chicken Shack
10789,Gretchen Lieberum
10790,Conception
10791,Paul Young
10792,Joseph Hayden
10793,Miloslav Kabelac
10794,ENRIQUE GRANADOS
10795,Bryant Street
10796,Cambridge Choir of King's College
10797,Michael Spiby
10798,Real Blondes
10799,Grupo Bom Balanco
10800,Rae &amp; Christian
10801,Paffendorf
10802,Aaliyah
10803,Lareine
10804,Zondervan
10805,Hanif Kureishi
10806,Wow Worship
10807,Matisyahu
10808,Iasos
10809,Joe Malinga
10810,Supreme Chord Jesters
10811,John Lee Sanders
10812,Bill Bartels
10813,Christina Pato
10814,Albert Cummings & Swamp Yankee
10815,La Muerte
10816,Elephant Gun
10817,Gilberto Gil
10818,Janice Faber
10819,Tony Touch
10820,Todd Grubbs
10821,Deep Child
10822,Madrid
10823,Middle Of The Road
10824,SONATAS & FANDANGOS
10825,Zino Francescatti
10826,Heidi Butkus
10827,Freemans
10828,The Rockin' Berries
10829,Won Lump Some
10830,Enigma
10831,Heyday
10832,Pop Du Monde Orchestra
10833,Fettes Brot
10834,Orion
10835,Young Rascals
10836,Trisha Yearwood
10837,Super Sonic Soul Pimps
10838,Steven C. Warner & The University of Notre Dame Folk Choir
10839,Douglas S White
10840,Bootsys Rubber Band ( = Bootsy Collins )
10841,Simon Townshend
10842,Broon
10843,Kaycee Grogan
10844,No Angels
10845,Jane Marie
10846,CHAGE & ASKA &
10847,Spooks
10848,Bernhard Herms
10849,Ivan Parker
10850,Broken Voices
10851,Space
10852,"Lee ""Scratch"" Perry"
10853,Mojo Club Dancefloor Jazz (1993)
10854,Vamps
10855,Jimmy Weber & the Sounds
10856,Argent
10857,The Painkillers
10858,Barbara Mason
10859,Yello
10860,Anne Pollack and Magica
10861,Weta
10862,Richard Williams
10863,Bomb The Bass
10864,Martin Joseph
10865,Michael Zabrocki
10866,Kim Wilde
10867,Toshi Kubota
10868,Travis Cottrell
10869,omar othamn
10870,Larry Page
10871,Top of the Pops (Series)
10872,James Rainwater
10873,Kat Dyson
10874,Joseph Henry Cortese
10875,Cosmic Soul Surfers
10876,Chris Snidow
10877,King's College Choir Cambridge
10878,Isaac Albeniz
10879,Supertramp
10880,Berlioz
10881,Arktis
10882,Cloude Debussy
10883,CHAVIS BROTHERS
10884,Tony Levin
10885,Demon Thor
10886,Marisa Turner
10887,Polite Force
10888,Miss Angie
10889,The Rubettes
10890,Kevin Keller
10891,Stereo Nation
10892,Scott Sherwood Trio
10893,Thebe Lipere
10894,Soul Kiss
10895,Highpoint
10896,Fanny Mendelssohn Hensel
10897,Bill McCue
10898,Relaxing With Nature
10899,Numskullz
10900,Perry Como
10901,Faray
10902,Guidance of Sin
10903,Gustav Holst
10904,Mark 'Oh & Mesh
10905,William Preucil
10906,KEPA JUNKERA
10907,Louisiana Mass Choir
10908,Imperio Argentina
10909,Wynton Kelly Trio
10910,Randall Hodgkinson
10911,Leon Thomas
10912,Ron Elliott
10913,Mose Allison
10914,Independence Hall Jazz Band
10915,Sheridon Stokes
10916,Ole Bull
10917,Ruffneck feat. Yavahn
10918,Effective Force (P. Browse)
10919,Tal Bachman
10920,Luis Panduro Vasquez
10921,Nathan Barr
10922,Cool Notes
10923,Left Banke
10924,Me First & The Gimme
10925,DJ Magic Mike
10926,Johnny Gill
10927,Shonen Knife
10928,Rolf Zuckowski
10929,Brenda Holloway
10930,AudioGenetics
10931,Current 93
10932,Padmasana
10933,Your Works
10934,Mark Stanley
10935,Captain Squeeze
10936,Brian E. Paulson
10937,Little Milton
10938,Bucks Fizz
10939,Redagain P
10940,me Strong
10941,Kold Fusion
10942,Alan Raidt and Friends
10943,Washington Dead Cats
10944,Melissa
10945,Geoff Muldaur
10946,Jules Broussard
10947,Pool Bit Boys
10948,Arlo Together
10949,Li Yugang
10950,Carolina Garcia-Aguilera
10951,Hope Orchestra
10952,Bari Koral
10953,Jean-Jacques Kantorow
10954,Doris Day
10955,Godflesh
10956,Astrid & Freddy Breck
10957,Karel Gott
10958,The Choir of Trinity College
10959,Carl Philipp Emanuel Bach
10960,Ross Daly
10961,Carmanooch
10962,Garvin Dean
10963,Southfourth
10964,Sonny James
10965,Heinrich Schtz
10966,Moloko
10967,T
10968,Spike &amp; Co
10969,Jennifer Lopez
10970,Melanie Thornton
10971,The Full Monty
10972,Edenbridge
10973,Django Reinhardt
10974,Quarashi
10975,Shining
10976,The Humblebums
10977,Icebird
10978,El Malo
10979,Todd Ganovski
10980,Al Denson
10981,Patrick Pulsinge
10982,David Nadien
10983,Jimmy Clanton
10984,Kansas
10985,Fayray
10986,Moe Koffman Quintet
10987,Alliance
10988,Mark 'Oh
10989,GUSTAV MAHLER
10990,Julia Darling
10991,Elvin Bishop
10992,Edison Lighthouse
10993,CHROME MOLLY
10994,Various Maranatha Praise
10995,Joy Denalane
10996,Chteau Flight 
10997,JEAN SIBELIUS
10998,Donny &amp; Marie Osmond
10999,Cut Chemist
11000,the Painkillers
11001,Heart of Air
11002,D-Styles
11003,Jen Shyu
11004,Americade
11005,Billy Joe Royal
11006,Gettovetts
11007,1990) El Dorado (WWF Project
11008,Iron Curtain
11009,Daniela de Santos
11010,Quatuor Gong
11011,Paranoid Social Club
11012,Brian White
11013,Alihan Samedov
11014,Weathertunes
11015,Ideola
11016,Benjamin Luxon
11017,Hanoi Rocks
11018,Franz Schmidt
11019,Thunderpuss feat. Jocelyn Enriquez
11020,Sharkey & Sy Hixxy
11021,2 Mix Delta
11022,Die fabulsen Thekenschlampen
11023,Wicky Sears
11024,faculty
11025,Balcony
11026,CKY
11027,Soldier
11028,Angelo Di Pippo
11029,Gary Sill
11030,Isabel Patton
11031,Milk Inc.
11032,Barbarian Lovers
11033,Daniel Balavoine
11034,The Drones
11035,The Kidds
11036,Lory Bianco
11037,Move
11038,watts
11039,High Ceilings
11040,Gravel
11041,Frantz Liszt
11042,Wiener Konzerthaus Quartett
11043,Ron Hynes
11044,"Jason McGuire ""El Rubio"""
11045,Karl-Anton Rickenbacher
11046,Bill Baumgart
11047,J.C. Anderson
11048,Roxylocks
11049,Steve Kakana
11050,Orchestral Manoeuvres in the Dark
11051,Maria Luisa Buchino
11052,Jo-Ann Kelly
11053,Bingo Miki & Inner Galaxy Orchestra
11054,Susana Harp
11055,Rupert Holmes
11056,Various Irish Artists
11057,Radiant
11058,Allen Collins
11059,Bliss
11060,Brook Benton
11061,Harumi Miyako
11062,Joe 90
11063,Helmut Roloff
11064,Keith Thomas
11065,Diana Ross / Various Artists
11066,Patrick Williams
11067,MAAZEL & WPO
11068,Louise
11069,Freetempo
11070,Margi Harrell
11071,Digital Orgasm
11072,William Ellwood
11073,Shi Zhi-you
11074,Rio Nido
11075,Full Force
11076,Smetana Quartet
11077,Loveless
11078,Mekado
11079,Mike Tramp
11080,Wynonna
11081,Hits 93-International
11082,Awesome Dre' and The Hardcore Committee
11083,Danielle Dax
11084,Various Artists:Michel Simone-Cerise-Senses-Euphoric Logic more
11085,Original Rappers
11086,Dan Aykroyd
11087,Cory Morrow
11088,MOJO BLUES BAND
11089,Music Therapy
11090,Ralph Lawson
11091,Beam
11092,Sandra Payne
11093,LACHNERFRANZ
11094,Yutaka Ozaki
11095,George
11096,Adrian Borland
11097,Persian Rugs
11098,Neal (Spock's Beard) Morse
11099,Owen Tabor
11100,Harold Arlen
11101,Gunter Noris
11102,Joe Lynn Turner
11103,Vanilla
11104,Very best of Christmas Pop
11105,Kaja
11106,E-Rotic
11107,","
11108,Ralfi Pagan
11109,Bzn
11110,Patricia Sosa
11111,Kurth & Taylor
11112,Clint Hoover
11113,The Wayside
11114,Seven Red Seven
11115,Lisa Amos
11116,MacTavish Williamson Ph.D.
11117,Emou
11118,Lenny Leblanc
11119,Monolithic
11120,Firecracker
11121,GROB-PRANDL G.
11122,PABLO CRUISE
11123,James Hyman
11124,Plus Four db
11125,Jet Black Joe
11126,Los Lonely Boys
11127,Andy Tielman
11128,Rayburn Anthony
11129,Sreteniye
11130,Streetheart
11131,ATFC
11132,Holly Valance
11133,Sean Laskey
11134,Haggis
11135,Run D.M.C.
11136,O.S.T.(TAKEFUMI HAKETA)
11137,The Liberated Wailing Wall
11138,Various/Bad Boy Family
11139,Wanda Dee
11140,Preemo
11141,Gordon Kennedy
11142,Gene Kelly
11143,Markus Schulz
11144,Stanton Warriors
11145,Al Koehn
11146,Colin James
11147,Steve Slater
11148,Espiritu
11149,Phil Kelsall
11150,Easyworld
11151,Tony Loeffler
11152,Kino
11153,Magister Leonin
11154,VIRUS
11155,LES DJINNS
11156,Per Ohlsson
11157,Mike Rowland
11158,Frank Lorentzen
11159,Heroes del Silencio
11160,E Nomine
11161,Beyonce featuring Jay-Z
11162,Elin Sigvardsson
11163,Bishops of the Faith
11164,Bates Motel
11165,Mucc
11166,Ranch Boys
11167,Vernard Johnson
11168,Die Drei Fragezeichen
11169,Bec Cartwright
11170,Various Artists: Best of College A Cappella
11171,Pirana
11172,Anita Springs
11173,Cara Aley
11174,Jet Lag
11175,Danny Chambers
11176,Joel Engle
11177,Kristina Orbakaite
11178,TaikOz
11179,Praise &amp; Worship
11180,Les Hooper
11181,Able Tasmans
11182,Ethel and The Shameless Hussies
11183,Graham Colton
11184,Spiral Fetish
11185,Goodie Mob
11186,Harry S. Truman Franklin Delano Roosevelt
11187,Tutti Camerati
11188,Vanessa Trouble
11189,M.J. Karloff
11190,Joe Gransden
11191,Scott Marrs
11192,Aaron Copland
11193,Harry van Hoof
11194,Amy Brecker
11195,Rain
11196,Cajun Anger
11197,The Alexandrov Red Army Choir
11198,Conscious Structure
11199,HERMANOS ARRIAGADA
11200,Louie Bellson
11201,Holiday Ranch
11202,Lidiya Ruslanova
11203,Rain Fell Within
11204,Wagon Cookin'
11205,Fred Gee
11206,Through Different Eyes
11207,Dry Bones Dancing
11208,Kanno Yoko
11209,Osborne Brothers
11210,Evan Gould
11211,Sheltered Reality
11212,Six Cents
11213,"Craig, &amp; Dean Phillips"
11214,Praise Hymn Soundtracks
11215,Poor Man's Riches
11216,American Head Charge
11217,John Williams (Composer)
11218,Giuseppe Sinopoli
11219,Jasun Martz
11220,2 Nice Girls
11221,Barry Humphries
11222,Merchants of Venus
11223,Worship Songs of the Vineyard
11224,Susie May
11225,Jurg Neuenschwander
11226,Carl Henry Brueggen
11227,emic
11228,God's Old Car
11229,Frank Corrales
11230,Sills &amp; Domingo
11231,Karen Young
11232,Mick Sterling
11233,STEVE STRAUSS
11234,Americus Brass Band
11235,Polemic
11236,Bernard Wright
11237,Ian Wallace
11238,Lesley Rae Dowling
11239,Prem Joshua
11240,Manuel Pomian
11241,Apoptygma Berserk
11242,Beaumont Hannant
11243,Iva Bittov
11244,Ulticut Ups!
11245,the bon mots
11246,Magicicada
11247,Storrs Thomas
11248,Turd
11249,Brian Kennedy
11250,Elizabeth Lee
11251,Caspar da Salo Quartet
11252,The Vocal Majority Chorus
11253,Adiemus
11254,John Frankovic
11255,Andy Colquhoun
11256,Baby At the Beach
11257,Panoptica
11258,Chris Orr
11259,Kate Fenner
11260,Michael Mazochi
11261,Scourged Flesh
11262,RICCARDO ZANDONAI
11263,Judy Butterfield
11264,Sex Pistols
11265,Richie Kavanagh
11266,Terry MacAlmon
11267,Regina Belle
11268,Tommy James and Mitch Ryder
11269,Original Radio Broad
11270,Scott Fagan
11271,D F Curran
11272,Al Pearson
11273,Mark Bernes
11274,Wise Monkey Orchestra
11275,Paper Street Saints
11276,Christ For The Nations Music
11277,Da Fat Cat Clique
11278,The Wonder Kids
11279,Erich Kunz
11280,Pema Chodron
11281,Hard Eight
11282,I Digress
11283,V. BENDIX
11284,Instrumental
11285,Richard Seal
11286,Million Six
11287,George Friedrich Hndel
11288,Minutes to Midnight
11289,Randy Crawford
11290,Sophie B Hawkins
11291,Dixie Chicks
11292,Steve G. Jones
11293,The Bobbettes
11294,Chestnut Brass
11295,Amalia Mendoza
11296,Bright Channel
11297,Matt Alber
11298,Douglas Corbin
11299,NASA Voyager I & II Space Sound Recordings
11300,Natasha's Brother
11301,Earl Muschette & Nu Mobb
11302,Margot B.
11303,Valeriya
11304,the dubnicks
11305,stamma haughton
11306,Kingdom Come
11307,The Twisters
11308,Harry Merry
11309,Mike Simmons
11310,Greg X. Volz
11311,Zog Bogbean
11312,Bob Bibeau
11313,mMOMENTUMm
11314,Mieczyslaw Horszowski
11315,Buika
11316,Tom Foolery and the Mistakes
11317,Orchestra New England
11318,Rouben Matevosyan
11319,Alaska's Hobo Jim
11320,Elize
11321,Christina Vierra
11322,Naqshbandi Sufis of Turkestan
11323,Alfredo Perl
11324,Story of the Year
11325,Logue &amp; Mccool
11326,The Folk Masters
11327,Jealousy
11328,Al Mason
11329,Jairamji
11330,Black Eyed Dog
11331,The Spice Girls
11332,Triim
11333,Ursa Major
11334,K2 Groove
11335,rob roys meet the fascinators
11336,Eliot Fisk
11337,Emilio Solla y Afines
11338,Paul Paray
11339,Stix
11340,Keith Roberts
11341,Phil Wickham
11342,Alois Klima
11343,The Spitfire Band
11344,Peter Ostroushko
11345,teen-age dreams-volume-3
11346,Billy Joel With Attila
11347,Jason Rowe
11348,Doug Petty
11349,Paul Clark
11350,Lions &amp; Ghosts
11351,Simon Gale
11352,Nogood Boyo
11353,Operatika
11354,Give Us Barabbas
11355,Barbara Rosene
11356,Mike Wade and the Jazz Mafia
11357,Beracah
11358,LaVerne Tripp
11359,The Harry Simeone Chorale * Mantovano Orchestra * Billy Vaughn
11360,Allele
11361,Sounding Joy!
11362,Nooner
11363,Andy Stack
11364,Bonnie Hayes
11365,The Mighty Mofos
11366,Gadjo Playboys
11367,Dvorak
11368,Prince A. Wells III
11369,Andre Watts
11370,David Fitzgerald
11371,Jean Frye Sidwell
11372,"Savage Garden, Shaggy, Destiny Lou Bega"
11373,Zoltan Kocsis
11374,Laura Smith
11375,Nini
11376,The Hasselhoff Experiment
11377,Rick Moranis
11378,The Vocal Majority
11379,placido domingo
11380,The 4 Seasons
11381,Storyville
11382,Vince Ambrosetti
11383,Flo
11384,DJ Whoo Kid
11385,Eternal Suffering
11386,Seamus Walshe
11387,Floyd Westerman
11388,ANTON BRUCKNER
11389,G-Unit
11390,Lee Perry; The Upsetters; Max Romeo; Aug
11391,2 Pac
11392,Phantom Shifters
11393,Charlie Parker Billie Holliday
11394,Discovery Singers
11395,Oliver Future
11396,"Tony Bennett, Pratt &amp; McC Jimmy Durante"
11397,Danish Cast
11398,Jeffree
11399,Linda Draper
11400,The Nines
11401,Bob Eberly
11402,Colina
11403,Arra Montreal
11404,Ruben V.
11405,Deranged Mad Zombies
11406,Bill Haley and The Comets
11407,SHARP/SHOCK
11408,Platinum Weird
11409,Waltham
11410,Atwood & Comeaux
11411,Scott Smith
11412,Kris Kristofferson
11413,The Brown Mountain Lights
11414,Sandy Lam
11415,The music of spa ojai
11416,inc. flans/publish by 100 anos de musica
11417,Augustana
11418,Count Basie
11419,Vicentico Valdes
11420,Eric Clapton The Lovin' Spoonful
11421,Lo Faber
11422,Married to Music
11423,Praise & Worship
11424,Stacy Mitchhart
11425,Tommy Black
11426,The Whisper
11427,Three Musketeers: Lewis-Berry-Little Richard
11428,Siam
11429,V:Ness
11430,Bernstein
11431,BILL BASS
11432,luis arcaraz
11433,Doers
11434,Bubba the Love Sponge
11435,Jim Weiss
11436,Bob Hardy
11437,Rosewater Elizabeth
11438,Marcie Blane
11439,Rich Hopkins and Luminarios
11440,Benny Blanco
11441,kelly  clarkson  ciara
11442,Abe Reid & Spikedrivers
11443,Ametria
11444,LuLu Roman
11445,Blaster the Rocket Man
11446,Wolfmother
11447,nielsen
11448,Maranatha! Promise Band
11449,Lelia Broussard
11450, 4 ROCKAMBOS
11451,July
11452,Ken Tamplin & Friends
11453,NatureQuest
11454,Benny Hinn
11455,Abhorrence
11456,ODD
11457,Didier Malherbe
11458,Ken Curtis & The Sons of The Pioneers
11459,Zahm Charlie
11460,rob roys meet the quintones
11461,Spencer Strand
11462,Andrew Heringer
11463,The Dippers
11464,RED WANTING BLUE
11465,SEMOS LOS MOJINOS ESCOZIOS
11466,Holy Smokes
11467,Shivvers
11468,Ryan Cayabyab
11469,The Hinsons
11470,Bill Cantos
11471,Dj Oji
11472,Bob's Day Off
11473,Awakened Minds
11474,Power
11475,Stealth
11476,Nathaniel Acker
11477,Ginny Reilly
11478,Ted Grdestad
11479,Daniel Santos
11480,Sistas in the Pit
11481,The Oscar Peterson Trio
11482,Thirstin Howl III
11483,Jesse & Gene
11484,Paul Simon
11485,Michael Webb
11486,Leipzig Radio Symphony Orchestra
11487,Manhunt
11488,Dusty Klink
11489,View
11490,The Horde
11491,Uniit Carruyo
11492,Slik Toxik
11493,Ernest Lough
11494,New Country Magazine
11495,Darby Mills and the Unsung Heroes
11496,Emmett Moffett and Triumph
11497,Prokofieff
11498,Amos Moses
11499,Monica Schroeder
11500,Broken Sunday
11501,Rolf Schimmermann
11502,The Acappella Company
11503,Mesh
11504,NLX
11505,105.7 WROR Tracks in Nature
11506,John Vesey & Eddie Cahill
11507,"guy Mann-Dude, crisis, enticier, gran max, angora, grave danger, fighter, black aces & eights, sudden impact chalet"
11508,The Sharp
11509,Peabody
11510,Thomas Kinkade
11511,Sheila Tallman
11512,Itzhak Perlman
11513,huH
11514,Deluxe
11515,Fiend Without a Face
11516,Matt Caplan
11517,Lily Laskine
11518,Ralph Carmichael Big Band
11519,Bruddah Aweau & his Hukilau Hawaiians
11520,The Leslie Maclean Trio
11521,Captured By Robots
11522,Andy King
11523,fritz hauser
11524,Clint Tibbs
11525,Klaus Tolboll Sorensen
11526,Lifeway Church Resources
11527,Linda Perry
11528,Bruce Kurnow
11529,Frawl
11530,"Mary McCaslin, & Ginny Mitchell Lacy Dalton"
11531,Dr. Rodney M. Howard-Browne
11532,The Bluedads
11533,The Joe Linn Trio
11534,Keith G. Riemer
11535,Mark Reizen
11536,Rupee
11537,Acoustic Shack
11538,ELY GUERRA
11539,"Farrenc, Grandval Schumann (Composer) Mendelssohn"
11540,Los Claxons
11541,Michele Monte
11542,The San Miguel Philharmonic Orchestra
11543,Swing Years
11544,Venice
11545,Steve Lambert
11546,Loonis McGlohon
11547,San Francisco Giants
11548,Bill Ferrell
11549,Clark Roy
11550,EDDICION DE COLECCION
11551,Wendy Sayvetz
11552,Econochrist
11553,Robert Plant
11554,Kefren
11555,Zimmerman & Marvin
11556,Uklele Ike
11557,Cecilia
11558,paul cornell
11559,eddie seville
11560,Sandy Nelson
11561,Ari Hoptman
11562,Opskamatrists
11563,Gregg Russell
11564,Every Mother's Son
11565,Cairo
11566,Michael Kroll
11567,Samantha Gilles
11568,The Chesterfield Kings
11569,Zenkil
11570,Marc Antoine
11571,Brandon Evans
11572,London Drive
11573,Gorgeous George
11574,George&g
11575,Brad Payne
11576,Los Dandys
11577,Rockafire Explosion
11578,The Holidays
11579,Fritz Wunderlich
11580,American Bach Soloists
11581,Jazz Explorers
11582,Wright Brothers Overland Stage Co.
11583,Darin Isaacs
11584,Vip's
11585,Susan Greenbaum
11586,Ratatat
11587,Ode Hazelwood
11588,BACHMAN-TURNER OVERDRIVE
11589,Los D Boys
11590,Alesia Panajota
11591,Code Red
11592,Madder Rose
11593,Josie and the Pussycats
11594,Truck Stop Coffee Shop
11595,Attraction
11596,Horrified
11597,Kidd Afrika
11598,Francesco Geminiani
11599,Deane Delli-Bovi
11600,Readymade Breakup
11601,The Isley Brothers
11602,Arthur Tracy
11603,Butch Ross
11604,The Bill Gaither Trio
11605,Gary Stewart
11606,Barry Mann
11607,Garland of Hours
11608,HEITOR VILLA-LOBOS
11609,Bob Gallo
11610,Hector Sotelo band
11611,Nest Entertainment
11612,Ralph Sutton & George Barnes
11613,Doc Toler Band
11614,soundtrack
11615,C. C. Catch
11616,Jay Rouse
11617,Ichizo Seo
11618,Diva Machina
11619,Cathy Fink
11620,Dogs D'Amour
11621,Kenny Bob
11622,The Jellydots
11623,Paquito Guzman
11624,Arthur Sullivan
11625,Tim Song Jones
11626,Russell Smith
11627,The Cricket Taylor Band
11628,The Metronome All-Stars
11629,Anita Baker
11630,"Ry Cooder, Bob Marley and the Wailers, Elton John, James Taylor David Bowie"
11631,Judy Collins
11632,Groove B Chill
11633,Verdelle Smith
11634,"Dan Fogelberg, Night Ranger, other Various Artists Lita Ford"
11635,Point Blanc
11636,Leah Dizon
11637,Imagika
11638,Nanaco
11639,Joe Bravo
11640,The Voices of Freshwater Seas
11641,Jai Uttal
11642,Jr. Dr. Martin Luther King
11643,Hound Dog
11644,London Boys
11645,La Union
11646,The Cars
11647,Jasper Hall
11648,Atari Teenage Riot
11649,DAVID FILIO
11650,"Sawallisch,wolfgang/czech Philharmonic Orchestra"
11651,David Garrick
11652,Kyrosgp6
11653,Dread Zeppelin
11654,Anatoly Liadov
11655,Cathouse
11656,Doug Oldham
11657,Lloyd Bustard
11658,The Raisins
11659,Suzanne Jacob
11660,Michael Perilstein
11661,Devra and Kindred Spirits
11662,Smokey Robinson
11663,Sampo
11664,STEVE MILLER BAND
11665,yolanda ladelrio. yolanda la del rio
11666,Jerry Nelson
11667,Magic System
11668,Mr.Children
11669,Paul Ott
11670,Bryan Clark
11671,Emilio Jose
11672,Midnight Twisters
11673,Harald Saeverud
11674,Wooly Mammoth
11675,Paul Abbott
11676,Helge Schneider
11677,Brandy Dalton of Drance
11678,The Spookshow
11679,Smocks
11680,"Louis Armstrong, Jimmy Witherspoon, Stan Getz and many more Carmen McCrae"
11681,Minibar
11682,Robert White
11683,Jel
11684,Camille Versus Fedde Le Grand Jones
11685,The Osmonds
11686,The Crosswalks
11687,JOHNNY CASH
11688,Various Piano
11689,Bruce Davies
11690,The Mike Gunn
11691,Ax Genrich
11692,Nick Black
11693,Bobby Sherman
11694,doris day
11695,Madina Lake
11696,Peter Samuels
11697,Michael Masley
11698,Gema y Pavel
11699,Elliot Randall
11700,"ACOSTA RICARDO. ACOSTA, RICARDO. RICARDO ACOSTA"
11701,Eric Jacobsen
11702,Dear Mr. Fantasy
11703,Richard Marx
11704,Joseph Arthur
11705,C.C. Catch
11706,Untied States
11707,Jeff Burnham
11708,The Sparkletones
11709,BATHORY
11710,The Escapes Orchestra
11711,Sammy Adkins & The Sandy Hook Mt. Boys
11712,Agua Marina
11713,Cary Hoffman
11714,Readers DIgest
11715,Jr. Johann Strauss
11716,Clovers
11717,Inti-Illimani
11718,Mary M. Orozco
11719,B.B.
11720,Primal Connection
11721,Graeme Band Edge
11722,Franklin
11723,Jackie Gleason and His Orchestra
11724,coven
11725,Groove Therapy
11726,Sundome and the Night
11727,cindy lou harrington
11728,Dale Watson
11729,The Romany Gypsy Orchestra of Ahirkapi
11730,Glad
11731,Alan Seidler
11732,Dan Oxley
11733,The Royalettes
11734,Gruppo Sportivo
11735,Keydragon
11736,United States Marines
11737,Leigh Harline
11738,Monks of Doom
11739,Kingfish
11740,Samantha Fox
11741,Lani Bartley
11742,Wendy Bagwell and The Sunliters
11743,Travis Haddix
11744,The Do-Re-Mi Children's Chorus
11745,Great White
11746,Walter Scholz
11747,Spacebox
11748,et al. Berg (Composer)
11749,Sideburn
11750,Mike Ridley
11751,gerry mulligan / paul desmond
11752,Ifa
11753,Elva Hsiao
11754,Sharon & Robin
11755,The Gospelaires
11756,Guitar Wolf
11757,Wildphyr
11758,Rusty Johnson
11759,"Ensemble ""Garanyana"""
11760,Zazu
11761,Mary Lantz
11762,KC and the Sunshine Band
11763,John Mehler
11764,Youngtones
11765,Sangita Kalanidhis Semmangudi.R.Srinivasa Iyer and M.S. Subbulakshmi
11766,Johnny Panic/Bible Of Dreams
11767,Y B Normal
11768,MICHAEL ROSE
11769,KEITH WELLS
11770,Sam The Butcher
11771,Laurie Altman Quintet
11772,Naretated by Peter Waldron
11773,tatiana.
11774,Chris Parish
11775,Shawn Gallaway
11776,The Elastik Band
11777,"XTC, Buck-O-Nine, Magnified, Speech, Bender, Unband, sevendust, Hedonize, Portable, Brian Jonestown Massacre, Vallejo, Chainsuck Guided by Voices"
11778,Brahns
11779,Ralph Vaughan Williams
11780,Solomon Burke
11781,Warren Bernhardt
11782,Runa Pacha
11783,T.M. Stevens
11784,Maria Callas
11785,Prisonshake
11786,Elizabeth Tryon
11787,charlie zahm
11788,David Raksin
11789,St. Louis Archdiocesan Choirs
11790,Mass
11791,Milt Buckner
11792,17th Karmapa Ogyen Trinley Dorje
11793,Midknight Thuggs
11794,Gary Wright and the Road Kill Band
11795,NATIONAL LAMPOON
11796,John Parr
11797,georg p.telemann
11798,Intastella
11799,Kato
11800,Stan Ridgway
11801,Viruzy
11802,Clover
11803,James  Cebastien
11804,Petr Eben
11805,Portia Diwa
11806,Apache
11807,Melba Moore
11808,Cool Springs Jazz Quartet
11809,Barry Ingle
11810,THE McKAMEYS
11811,Son Of The Velvet Rat
11812,Thaddeus Kozuch
11813,Ljuba Welitsch
11814,Cherryholmes Family
11815,Bernardo De Muro
