,PalabraClave,Recomendaciones
201,play,"[{'NombreProducto': ""Hartz Play 'N Scratch Cat Activity Center"", 'PrecioProducto': nan}, {'NombreProducto': 'Habitrail Playground Pet Dragster', 'PrecioProducto': nan}, {'NombreProducto': 'Hartz Peek n Play Cat Toy', 'PrecioProducto': nan}, {'NombreProducto': 'MidWest Puppy Playpen Floor Grids &amp; Replacement Trays for Puppy Playpen Dog Crates', 'PrecioProducto': 34.19}, {'NombreProducto': 'One for Pets Grey/Brown Portable Pet Playpen', 'PrecioProducto': 139.32}]"
202,sticks,"[{'NombreProducto': '6&quot; Free Range Bully Sticks Select 50 pieces', 'PrecioProducto': nan}, {'NombreProducto': 'Vitakraft Hamster Honey Glazed Sticks Bag', 'PrecioProducto': nan}, {'NombreProducto': 'GULF COAST NUTRITIONALS, INC. - JOINT RESCUE LAMB JERKY TREAT (9 OZ) &quot;Ctg: DOG PRODUCTS - DOG TREATS - JERKY &amp; STICKS&quot;', 'PrecioProducto': nan}, {'NombreProducto': 'Best Bully Sticks Large Knuckle Bone for Dogs', 'PrecioProducto': nan}, {'NombreProducto': '5&quot; Straight Bully Sticks for Dogs [LARGE THICKNESS] - All Natural &amp; Odorless Bully Bones | Long Lasting Dog Chew Dental Treats | Best Thick Bullie Sticks for Dogs or Puppies | Grass-Fed Beef', 'PrecioProducto': 21.99}]"
203,easy,"[{'NombreProducto': 'Easy Step IV Chocolate 34&quot; x 16&quot; x 30.5&quot;', 'PrecioProducto': nan}, {'NombreProducto': 'E&amp;S Pets Cocker Spaniel Pen Easy Glide Gel Pen, Refillable With A Perfect Grip, Great For Everyday Use, Perfect Cocker Spaniel Gifts For Any Occasion', 'PrecioProducto': nan}, {'NombreProducto': 'Rennsteig Dual-edged (Easy Out, Bolt Extractor) New and Patented Design!!! Screw Extractors for RIGHT HAND THREAD and LEFT HAND THREAD 5-piece Set in Plastic Tube', 'PrecioProducto': nan}, {'NombreProducto': 'Shedding Tool For Dogs &ndash; Cats &ndash; Puppies - Recommended Pet Grooming By Vet&rsquo;s - For Large &amp; Small &ndash; Short Or Long Hair &ndash; With Easy Ejector', 'PrecioProducto': 12.99}, {'NombreProducto': 'Derby Originals 36&rdquo; Easy Feed Soft Mesh Poly Rope Hanging Hay Net with 7x7&rdquo; Holes', 'PrecioProducto': 7.43}]"
204,doggie,"[{'NombreProducto': 'Doggie Bones&raquo; Doggie Bones Skeleton Dog Halloween Costume - Medium', 'PrecioProducto': nan}, {'NombreProducto': 'Doggie Tank Top, Mac Daddy', 'PrecioProducto': 18.99}, {'NombreProducto': 'Rockin Doggie Bone Rivets Leather Dog Collar, 1 by 18-Inch, Black', 'PrecioProducto': 53.82}, {'NombreProducto': 'Gex Cartwright black doggie (japan import)', 'PrecioProducto': nan}, {'NombreProducto': 'Doggie Walk Bags Square Duffel Paw Print Bag, Purple', 'PrecioProducto': 10.89}]"
205,bottle,"[{'NombreProducto': 'API Melafix Marine Bottle, 8-Ounce', 'PrecioProducto': 22.99}, {'NombreProducto': 'Castor &amp; Pollux Good Buddy Aloe Oatmeal Shampoo and Conditioner, 12 Ounce Bottles (Pack of 6)', 'PrecioProducto': nan}, {'NombreProducto': 'Simple Solution Cat Litter Box Deodorizer Spray Bottles', 'PrecioProducto': 10.99}, {'NombreProducto': ""Packs of 3 ,Pet's Favorite-drink Dog Water Bottle- 17 Oz - The Portable, Spill-proof Way to Keep Pets Hydrated, Color May Vary"", 'PrecioProducto': nan}, {'NombreProducto': 'IAMS Savory Sauce for Adult Dogs Roasted Beef Flavor, 11-Ounce Bottles (Pack of 3)', 'PrecioProducto': nan}]"
206,tree,"[{'NombreProducto': 'Trixie Pet Products My Kitty Darling Cat Tree', 'PrecioProducto': nan}, {'NombreProducto': 'New Cat Condos Premier Corner Roost Cat Tree', 'PrecioProducto': 98.99}, {'NombreProducto': 'Imagine This Rhodesian Ridgeback Street Sign', 'PrecioProducto': 15.96}, {'NombreProducto': 'Sesame Street - Cookie Monster - Dress Up Dog Costume (X-Small)', 'PrecioProducto': nan}, {'NombreProducto': 'Go Pet Club IQ Busy Box Cat Tree, 32&quot; x 25&quot; x 48&quot;', 'PrecioProducto': 49.57}]"
207,door,"[{'NombreProducto': 'YML Double Door Dog Kennel Cage with Plastic Tray No Bottom Wire, 36-Inch, Black', 'PrecioProducto': 39.66}, {'NombreProducto': 'Deluxe Kennel Replacement Door - Medium 14 1/4&quot; x 13 1/2&quot;', 'PrecioProducto': nan}, {'NombreProducto': 'Cat Mate 4 Way Locking Cat Flap with Door Liner White', 'PrecioProducto': 19.95}, {'NombreProducto': 'Ideal Ruff Weather Pet Door Extra Large 9.75&quot; x 17&quot;', 'PrecioProducto': nan}, {'NombreProducto': ' 23&quot; - 28&quot; Window Sash Pet Door W 5&quot; X 7&quot; Flap ', 'PrecioProducto': 104.46}]"
208,big,"[{'NombreProducto': 'Zoo Med The Big Dripper, Gallon', 'PrecioProducto': 11.15}, {'NombreProducto': 'Planet Dog 022PDOG-424000 Orbee Tuff Cosmos Sol Toy Balls for Big Dogs', 'PrecioProducto': nan}, {'NombreProducto': 'SafeChew Biggie Bone Dog Toy, Large', 'PrecioProducto': 33.99}, {'NombreProducto': 'Exclusively Dog Big 6 Pooch Pack- Best Buddy Bits, Flavor: Chicken; Size: 5.5 Ounce', 'PrecioProducto': 30.25}, {'NombreProducto': 'Big Heart Pet Meow-Mix Plate Chicken/Turkey, 2.75 oz', 'PrecioProducto': nan}]"
209,dish,"[{'NombreProducto': 'Ethical 5-Inch Cat-Paw Print Stonware Dish', 'PrecioProducto': nan}, {'NombreProducto': 'Koziol Pip Cat Dish White', 'PrecioProducto': nan}, {'NombreProducto': 'Dogit Style Ceramic Dish, Round Pattern', 'PrecioProducto': nan}, {'NombreProducto': 'GoGo Dog/Cat S/S Feeding Dish - (Guaranteed Better Quality Steel, Longer Lasting w/High Gloss Finish)', 'PrecioProducto': 8.32}, {'NombreProducto': 'Ethical Pet Products (Spot) CSO6901 Terra Cotta Cat Dish, 5-Inch, Blue', 'PrecioProducto': nan}]"
210,odor,"[{'NombreProducto': 'OUT! Cat Urine Stain &amp; Odor Remover Spray', 'PrecioProducto': nan}, {'NombreProducto': 'Bissell Woolite Pet Stain &amp; Odor Remover Carpet Cleaner + Oxygen - 22 oz', 'PrecioProducto': nan}, {'NombreProducto': 'Urine Off Odor and Stain Remover for Cat and Kitten, 32-Ounce Injector Cap', 'PrecioProducto': 12.01}, {'NombreProducto': ' Arm &amp; Hammer Cat Litter Deodorizer Spray With Baking Soda 23oz ', 'PrecioProducto': nan}, {'NombreProducto': 'Simple Solution Cat Litter Box Deodorizer Spray Bottles', 'PrecioProducto': 10.99}]"
211,comb,"[{'NombreProducto': 'Precision Pet Single Barrier Extension for Combo Barrier', 'PrecioProducto': nan}, {'NombreProducto': 'Millers Forge Original Snap-On Clipper Comb, Size-2, 3/8-Inch Cut', 'PrecioProducto': 10.99}, {'NombreProducto': 'Bamboo Pet CombatX Extreme Fetch Dog Toy, 814011', 'PrecioProducto': nan}, {'NombreProducto': 'Evolution Shedding Comb', 'PrecioProducto': 10.37}, {'NombreProducto': 'Puppia Authentic Combat RiteFit Harness, Navy, Medium', 'PrecioProducto': nan}]"
212,1/2,"[{'NombreProducto': '400441 DOUBLE TAP/EHEIM for 12/16 mm Hose or 1/2""', 'PrecioProducto': nan}, {'NombreProducto': 'Deluxe Kennel Replacement Door - Medium 14 1/4&quot; x 13 1/2&quot;', 'PrecioProducto': nan}, {'NombreProducto': 'Classic Pet Products 1/2 Pint Non Tip Stainless Steel Dog Bowl', 'PrecioProducto': 8.72}, {'NombreProducto': 'Tropican 1-1/2-Pound High Performance Parrot Biscuits, Standup Zip Bag', 'PrecioProducto': nan}, {'NombreProducto': 'LupinePet 1/2"" Atlantis Adjustable Dog Collar for Small Dogs, 6-9""', 'PrecioProducto': nan}]"
213,organic,"[{'NombreProducto': ""SynergyLabs Richard's Organics Incredible Skin Spray For Dogs, 16 oz"", 'PrecioProducto': nan}, {'NombreProducto': 'Paw Naturaw Holistic Variety Case (4 Rolls Organic Chicken, 4 Rolls Organic Turkey, 3 Rolls Organic Beef, 3 Rolls Diet Grass Fed Organic Bison)', 'PrecioProducto': nan}, {'NombreProducto': 'West Paw Design 3/4 Oz Premium Usda Certified Organic Catnip Shaker', 'PrecioProducto': nan}, {'NombreProducto': ""Max &amp; Ruffy'S W.P. Pizza Organic Grain Free 8-Ounce Dog Treats, Original Bites"", 'PrecioProducto': nan}, {'NombreProducto': 'Royal Treatment Organic Fresh Currant and Blackberry with Organic Oatmeal Tearless and Brightening Shampoo for Pets, 13.5-Ounce', 'PrecioProducto': nan}]"
214,recipe,"[{'NombreProducto': 'Best Feline Friend Cat Food, Tuna &amp; Bonito Be Mine Recipe, 3-Ounce Cans (Pack Of 12)', 'PrecioProducto': nan}, {'NombreProducto': ""Halo Spot's Stew for Cat's Chicken and Beef Recipe, 3-Ounce (Pack of 12)"", 'PrecioProducto': nan}, {'NombreProducto': 'The Goodlife Recipe Treats for Indoor Cats, Salmon &amp; Garden Greens Blend,3 Oz, (Pack of 4)', 'PrecioProducto': nan}, {'NombreProducto': 'ONE Purina Beyond White Meat Chicken and Whole Oat Meal Recipe, 3.50 lb', 'PrecioProducto': 13.99}, {'NombreProducto': 'Redbarn 12 Can Case Of Natural Grain-Free Chicken Recipe Stew For Dogs, 13 Ounces Each', 'PrecioProducto': 35.96}]"
215,custom,"[{'NombreProducto': 'Dog Tag Art Custom Pet ID Tag for Dogs - iPood - Large - 1.25 inch', 'PrecioProducto': 12.99}, {'NombreProducto': 'Green is the New Black - Custom Pet ID Tag for Cats and Dogs - Dog Tag Art', 'PrecioProducto': 12.99}, {'NombreProducto': 'Red Dingo Custom Engraved Stainless Steel and Enamel Dog ID Tag - Camouflage', 'PrecioProducto': 14.99}, {'NombreProducto': 'Personalized Custom Fashion Leather Classic Big Large Dog Collar Swarovski Crystal Rhinestone Letters Plus Free Charm Black, Hot Pink, Purple, Baby Blue, Red, White, Brown, Pink, Silver Size Medium Large XLarge', 'PrecioProducto': 13.95}, {'NombreProducto': 'Vintage Peacock and Peonies Japanese Fashion Custom Oval Dog Tag (Bigger Size) Pet Tag Neck Chain Key Chain Aluminum Dog Tag Dimensions 1.3X2.2X0.1 inches ,Comes with 30&quot; inches beads chain', 'PrecioProducto': nan}]"
216,vibration,"[{'NombreProducto': 'JANNIK Barking Control Collar for Dogs - Humane Stop Barking Training Collar - Vibration and Sound - No Shock Collar - Safe for Dogs and Human with Water Resistance.', 'PrecioProducto': 4.0}, {'NombreProducto': '[NEW 2019] Humane Bark collar-Dog bark Collar-Anti Barking Collar Small Dogs Medium Large Dogs-Rechargeable Waterproof Anti bark Collar-No bark Collars Sound Warning Vibration Electric Stimulation', 'PrecioProducto': 36.95}, {'NombreProducto': 'REGIROCK 2018 Upgrade Version Barking Control Collar - Rechargeable &amp; Rainproof No Bark Collar Sound, Vibration Static Shock - 7 Levels Sensitivity Small Medium Large Dog', 'PrecioProducto': 6.04}, {'NombreProducto': 'Aetertek AT-216 WATERPRROF 550 METER RANGE REMOTE CONTROL DOG SHOCK COLLAR TRAINER WITH BEEP SOUND,VIBRATION AND 7 LEVELS OF SHOCK FOR DOG BEHAVIORAL OBEDIENCE TRANING', 'PrecioProducto': 7.43}, {'NombreProducto': 'ELZU.US [Newest 2019 Bark Collar Upgraded Microprocessor Barking Detection - Best No Bark Device w/ 3 Extra Batteries - Beep, Vibration, Shock for Small, Medium, Large Dogs All Breeds Up to 120 LBS', 'PrecioProducto': 6.04}]"
217,uxcell,"[{'NombreProducto': 'uxcell 10 Distributor Multiple Air Flow Control Aquarium Valve', 'PrecioProducto': 13.07}, {'NombreProducto': 'uxcell Arch Style Fish Tank Emulational Plants Ornament Green Red', 'PrecioProducto': 8.1}, {'NombreProducto': 'uxcell Aquarium Fish Pet 15.7&quot; Height Plastic Manmade Underwater Green Plants', 'PrecioProducto': nan}, {'NombreProducto': 'uxcell Round Hamburger Design Pet Squeeze Squeaker Toy, Colorful', 'PrecioProducto': 9.04}, {'NombreProducto': 'uxcell Green Aquarium Decoration Aquascaping Square Shape Manmade Lawn', 'PrecioProducto': 4.91}]"
218,ounce,"[{'NombreProducto': 'AquaClear 20 Ammonia Remover, 2.1 Ounce', 'PrecioProducto': 8.33}, {'NombreProducto': 'Laguna Phosphate Control Pond Conditioner- 67.5 Ounces', 'PrecioProducto': 56.45}, {'NombreProducto': 'PHOENIX Eye Irrigating Solution, 4-Ounce', 'PrecioProducto': nan}, {'NombreProducto': 'Pounce Cat Treats Moist Tuna Flavor', 'PrecioProducto': 10.98}, {'NombreProducto': 'Breath-A-Licious Medium 7.86 Ounces (6 Bones)', 'PrecioProducto': nan}]"
219,metal,"[{'NombreProducto': 'Marine Metal Glass Bead Airstones Diffusers with Weights (Pair)', 'PrecioProducto': 3.99}, {'NombreProducto': ""Objet D'Art Release #250 &quot;The Vatican&quot; Catholic Holy City Handmade Jeweled Enameled Metal Trinket Box"", 'PrecioProducto': nan}, {'NombreProducto': 'Yorkie Key Chain &quot;Spinning Pet Key Chains&quot;Double Sided Spinning Center With Yorkies Face Made Of Heavy Quality Metal Unique Stylish Yorkie Gifts', 'PrecioProducto': 6.99}, {'NombreProducto': 'Tough 1 Metal Bridle Holder with Hook', 'PrecioProducto': 8.1}, {'NombreProducto': 'GoPetClub 3-Door Metal Pet Crate, 42-Inch', 'PrecioProducto': 70.16}]"
220,canned,"[{'NombreProducto': 'Solid Gold Blended Tuna Gourmet Canned Food for Cats', 'PrecioProducto': nan}, {'NombreProducto': 'Mighty Dog Senior Canned Dog Food Case', 'PrecioProducto': nan}, {'NombreProducto': 'Canidae Canned Cat Food, Grain Free Salmon And Mackerel Formula , 5.5 Ounce Can, (Pack Of 12)', 'PrecioProducto': nan}, {'NombreProducto': 'Wellpet Wellness Canned Cat Super5Mix Chicken Pet Food, 1 Count, One Size', 'PrecioProducto': 8.26}, {'NombreProducto': 'Ziwipeak Lamb Canned Dog Cuisine (12 Pack, 13 Oz. Each)', 'PrecioProducto': nan}]"
221,duck,"[{'NombreProducto': ""Hartz Nature's Collection Quackers Plush Duck Dog Toy"", 'PrecioProducto': 5.06}, {'NombreProducto': 'Beefeaters Duck Top Knotted Rawhide Bone, 2-1/2-Inch, 10 Count', 'PrecioProducto': nan}, {'NombreProducto': 'Kingdom Pets Premium Dog Treats - Beef Jerky, Chicken Jerky, Duck Jerky and Lamb Jerky Varieties (2lbs)', 'PrecioProducto': nan}, {'NombreProducto': 'Alfie Couture Designer Pet Apparel - Dac Duckie Costume Jumper - Color: Orange', 'PrecioProducto': nan}, {'NombreProducto': 'Duckyworld Yeowww 3-pack Stinkies Sardines-Catnip Filled Sardine-Fish Cat-Kitten Toys!', 'PrecioProducto': 7.99}]"
222,kong,"[{'NombreProducto': 'Kong Beast Chew-Fetch Small', 'PrecioProducto': nan}, {'NombreProducto': 'KONG Air Dog Tennis Birthday Balls Medium 72pk (24 x 3pk)', 'PrecioProducto': nan}, {'NombreProducto': 'KONG Off/On Squeaker Dog for Dogs, Large, Colors Vary', 'PrecioProducto': nan}, {'NombreProducto': 'Future Sports Products International KONG SPORT Aqua Float Flotation Vest for Dogs, Small, Pink', 'PrecioProducto': nan}, {'NombreProducto': 'Kong Company Huggz Skunk Pet Toy', 'PrecioProducto': nan}]"
223,diet,"[{'NombreProducto': 'LM Animal Farms Vita-Vittles Vitamin-Enriched Nutrition Pet Mouse &amp; Rat Diet (2 lbs.)', 'PrecioProducto': nan}, {'NombreProducto': 'Paw Naturaw Holistic Variety Case (4 Rolls Organic Chicken, 4 Rolls Organic Turkey, 3 Rolls Organic Beef, 3 Rolls Diet Grass Fed Organic Bison)', 'PrecioProducto': nan}, {'NombreProducto': 'L/M Animal Farms Slm12479 6-Pack Rabbit Diet Food, 2-Pound', 'PrecioProducto': nan}, {'NombreProducto': ""Dr. Harvey'S Oracle Freeze Dried Raw Complete Diet For Dogs In Grain Free Tripe Bag, 6-Pound"", 'PrecioProducto': nan}, {'NombreProducto': 'Natural Balance L.I.D. Limited Ingredient Diets Potato &amp; Kangaroo Dry Dog Formula', 'PrecioProducto': nan}]"
224,catnip,"[{'NombreProducto': 'West Paw Design 3/4 Oz Premium Usda Certified Organic Catnip Shaker', 'PrecioProducto': nan}, {'NombreProducto': 'Ethical Catnip Cravers Vegetable Cat Toy Assorted', 'PrecioProducto': nan}, {'NombreProducto': 'Toys, Catnip Filled Ball Pillows (TDT33) -', 'PrecioProducto': nan}, {'NombreProducto': ""SmartyKat Fish 'n Play Catnip Activity Cat Mat"", 'PrecioProducto': nan}, {'NombreProducto': 'Duckyworld Yeowww 3-pack Stinkies Sardines-Catnip Filled Sardine-Fish Cat-Kitten Toys!', 'PrecioProducto': 7.99}]"
225,aquatic,"[{'NombreProducto': 'CaribSea Aquatics African Cichlid Mix Sand, 20-Pound, Rift Lake Authentic', 'PrecioProducto': 31.65}, {'NombreProducto': ' biOrb Aquatic Topiary Pack ', 'PrecioProducto': 24.6}, {'NombreProducto': 'Lifegard Aquatics 3-Inch by 3-Inch White Algae Pad', 'PrecioProducto': 8.6}, {'NombreProducto': 'Zoo Med Laboratories Szmzm110 Natural Aquatic Turtle Food, 6.5-Ounce', 'PrecioProducto': 6.38}, {'NombreProducto': 'Cobalt Aquatics Cichlid Flakes 8oz', 'PrecioProducto': nan}]"
226,sweet,"[{'NombreProducto': ' Sweet Pea&#39;s TenderPaws ', 'PrecioProducto': nan}, {'NombreProducto': 'Cadet CHICKEN AND SWEET POTATO CHIP DOG TREAT 1LB Item #1406', 'PrecioProducto': nan}, {'NombreProducto': 'Healthy Dogma Sweet Potato Barkers Treats, 7.8-Ounce', 'PrecioProducto': nan}, {'NombreProducto': 'Sweet Feet and Beak Large Shred Master Refill', 'PrecioProducto': 6.99}, {'NombreProducto': 'Fitwarm Sweetie Heart Pink Pet Dog T-shirts Tank Shirts Vest Cotton Clothes Apparel', 'PrecioProducto': nan}]"
227,mirage,"[{'NombreProducto': 'Mirage Pet Products 8-Inch Patriotic Star Paw Screen Print Shirts for Pets, X-Small, Red', 'PrecioProducto': 8.74}, {'NombreProducto': 'Mirage Pet Products Princess Rhinestone 8-Inch Pet Dress, X-Small, Black with Pink', 'PrecioProducto': 10.11}, {'NombreProducto': 'MiragePet Political Nylon Republican Pet Dog Training Collar Large', 'PrecioProducto': 12.99}, {'NombreProducto': 'Mirage Pet Products Faux Croc Crystal Bone Collars, Purple, Large', 'PrecioProducto': 21.05}, {'NombreProducto': 'Mirage Pet Products Bone Shaped Czech Republic Flag Screen Print Shirts Red XL (16)', 'PrecioProducto': 15.6}]"
228,wet,"[{'NombreProducto': 'Senior Tender Cuts Chicken and Tuna Wet Cat Food (5.5-oz can, case of 24)', 'PrecioProducto': nan}, {'NombreProducto': 'Purina Friskies Tasty Treasures Adult Wet Cat Food Variety Pack - (24) 5.5 Oz. Cans', 'PrecioProducto': nan}, {'NombreProducto': 'Halo Holistic Grain Free Natural Wet Cat Food for Adult Cats with Sensitive Stomachs', 'PrecioProducto': 22.54}, {'NombreProducto': 'Wellness Signature Selects Natural Canned Grain Free Wet Cat Food, Chunky Beef &amp; Chicken, 5.3-Ounce Can', 'PrecioProducto': nan}, {'NombreProducto': 'Nutro Chunky Loaf Adult Wet Cat Food, Turkey, 3 Oz. (Pack Of 24) (Discontinued By Manufacturer)', 'PrecioProducto': nan}]"
229,reg,"[{'NombreProducto': 'Nutri-Vet Hip &amp; Joint Regular Strength Chewables for Dogs', 'PrecioProducto': 13.63}, {'NombreProducto': 'Greenies 3 PACK REGULAR (36 BONES)', 'PrecioProducto': 49.95}, {'NombreProducto': 'PetAlive Natural Moves for Pet Regular Healthy Bowels (60 Caps)', 'PrecioProducto': 20.0}, {'NombreProducto': 'REGIROCK 2018 Upgrade Version Barking Control Collar - Rechargeable &amp; Rainproof No Bark Collar Sound, Vibration Static Shock - 7 Levels Sensitivity Small Medium Large Dog', 'PrecioProducto': 6.04}, {'NombreProducto': 'Orijen Orijen Regional Red Food, 12 Oz', 'PrecioProducto': 8.99}]"
230,company,"[{'NombreProducto': 'Sun Seed Company Cockatiel Honey Bell 3Pk (Card)', 'PrecioProducto': nan}, {'NombreProducto': 'A&amp;E Cage Company Medium Sandstone Straight Branch ? 11.5? x 1.4? Sandstone', 'PrecioProducto': 21.6}, {'NombreProducto': 'THE REAL MEAT COMPANY 828102 Cat Jerky Chicken/Venison Treat, 3-Ounce', 'PrecioProducto': 8.85}, {'NombreProducto': 'Rubies Costume Company Top Hat for Your Pet', 'PrecioProducto': 11.02}, {'NombreProducto': 'Kong Company Huggz Skunk Pet Toy', 'PrecioProducto': nan}]"
231,rechargeable,"[{'NombreProducto': 'Wahl Clipper Pro Series Cordless Rechargeable Pet Clipper Kit', 'PrecioProducto': nan}, {'NombreProducto': '[NEW 2019] Humane Bark collar-Dog bark Collar-Anti Barking Collar Small Dogs Medium Large Dogs-Rechargeable Waterproof Anti bark Collar-No bark Collars Sound Warning Vibration Electric Stimulation', 'PrecioProducto': 36.95}, {'NombreProducto': 'REGIROCK 2018 Upgrade Version Barking Control Collar - Rechargeable &amp; Rainproof No Bark Collar Sound, Vibration Static Shock - 7 Levels Sensitivity Small Medium Large Dog', 'PrecioProducto': 6.04}, {'NombreProducto': 'WATERPROOF RECHARGEABLE DOG TRAINER GT-211 350S-2: 400 YARD REMOTE RANGE 2-DOG TRAINER WITH 10 LEVELS OF ADJUSTABLE BEEP,VIBRATE,SHOCKS', 'PrecioProducto': nan}, {'NombreProducto': 'Dogedu Rechargeable and Warterproof No Bark Dog Training LED Collar with Vibration Static Shock for Dog', 'PrecioProducto': nan}]"
232,grey,"[{'NombreProducto': 'Catit Cat Litter Spoon, Large, Warm Grey', 'PrecioProducto': nan}, {'NombreProducto': 'Anima Cotton Wool Blend Yellow Zip Up Sweater, Grey Knit Cuffs, X-Small', 'PrecioProducto': nan}, {'NombreProducto': 'One for Pets Grey/Brown Portable Pet Playpen', 'PrecioProducto': 139.32}, {'NombreProducto': 'Grey Classic Argyle Dog Sweater', 'PrecioProducto': 29.99}, {'NombreProducto': 'Chilly Dog Grey Diamonds Dog Sweater, Medium', 'PrecioProducto': 29.99}]"
233,stand,"[{'NombreProducto': 'Tropican 1-1/2-Pound High Performance Parrot Biscuits, Standup Zip Bag', 'PrecioProducto': nan}, {'NombreProducto': 'Wahl Professional Animal #40-30 Surgical Blade for Standard Adjustable Blade Clippers #1026-400', 'PrecioProducto': 25.56}, {'NombreProducto': 'Loving Pets DLV7200 Standard Stainless Steel Pet Bowl, 1/2-Pint', 'PrecioProducto': 4.18}, {'NombreProducto': 'Best Friends by Sheri Standard Furry Pet Bed, 27-by-36-inches, Medium, Black', 'PrecioProducto': nan}, {'NombreProducto': 'Standlee Premium Western Forage Orchard Grass, 5Lb Box', 'PrecioProducto': 19.65}]"
234,foam,"[{'NombreProducto': 'Burts Bees for Dogs Multicare Dental Foam', 'PrecioProducto': nan}, {'NombreProducto': 'Oliver &amp; Iris 4-Inch Orthopedic Memory Foam Dog Bed, Medium, Ocean Blue', 'PrecioProducto': nan}, {'NombreProducto': 'Petco Made for Me Chipped Memory Foam Bed Fill, 40&quot; L X 30&quot; W', 'PrecioProducto': nan}, {'NombreProducto': 'Go Pet Club RR52 Memory Foam Orthopedic Dog Bed, 52 by 40 by 3-Inch, Chocolate', 'PrecioProducto': 67.49}, {'NombreProducto': 'K9 Ballistics Bolstered Denim Orthopedic Memory Foam Bolstered Dog Bed with Waterproof Liner', 'PrecioProducto': 59.5}]"
235,wild,"[{'NombreProducto': 'PetSafe Wild Thangs! Fox Dog Toy', 'PrecioProducto': nan}, {'NombreProducto': ' Nutri-Vet Probiotics with Wild Alaskan Salmon Oil for Dogs, 8-Ounce ', 'PrecioProducto': nan}, {'NombreProducto': 'Platinum Pets Born Wild Winter Vest for Dogs, Medium', 'PrecioProducto': nan}, {'NombreProducto': 'Acana Wild Prairie Dry Dog Food (New Formula) 5 LB', 'PrecioProducto': nan}, {'NombreProducto': '&quot;Protect Our Wildlife&quot; Car Magnet With Realistic Looking Dolphin Photograph In The Center Covered In UV Gloss For Weather and Fading Protection Circle Shaped Magnet Measures 5.25 Inches Diameter', 'PrecioProducto': 10.98}]"
236,plaid,"[{'NombreProducto': 'Puppia Santa Dog Harness Large Red Plaid', 'PrecioProducto': nan}, {'NombreProducto': 'Coastal Pet 06402 A PBO18 Adjustable Collar, 5/8-Inch, Plaid Bone', 'PrecioProducto': 5.64}, {'NombreProducto': 'Lace Trim Plaid Pet Vast Harness with Leash', 'PrecioProducto': nan}, {'NombreProducto': 'Up Country- Classic Plaid Design Dog Collar-Medium', 'PrecioProducto': nan}, {'NombreProducto': 'Casual Canine Everest Plaid Fleece Hoodie, XX-Small, Blue', 'PrecioProducto': nan}]"
237,american,"[{'NombreProducto': 'North American Rescue Scissor Leash', 'PrecioProducto': 21.66}, {'NombreProducto': 'American Kennel Club - Bone and Rope Fleece - Dog Toy - 6 Pack', 'PrecioProducto': nan}, {'NombreProducto': 'American Prime Cuts Pork Snouts Dog Chews, 2 oz., Pack of 2', 'PrecioProducto': nan}, {'NombreProducto': 'Ollypet American Flag Pattern Cotton Dog Shirt Pet Vest Blue XS/S/M/L', 'PrecioProducto': nan}, {'NombreProducto': 'American River Dog Harness Ombre Collection - Raspberry Sundae', 'PrecioProducto': 21.99}]"
238,pads,"[{'NombreProducto': 'Wee-Wee Puppy Pee Pads for Larger or Multiple Dogs - Oversized Pads', 'PrecioProducto': 5.37}, {'NombreProducto': 'Tear Clear Stain Remover Pads For Cats &amp; Dogs', 'PrecioProducto': nan}, {'NombreProducto': 'Four Paws Wee Wee Housebreaking Pads 150pk', 'PrecioProducto': 7.43}, {'NombreProducto': '200 Disposable 23&quot; x 24&quot; Housebreaking Pads Chux Absorbant Puppy Dog Pee Training Underpad', 'PrecioProducto': 6.04}, {'NombreProducto': 'Dog Pee Pads For Puppy Potty Training Dog Wee Wee Pads - Super Absorbent Large 23&quot; x 23&quot; Pack Of 50 Count Pads - Designed For both Cats &amp; Dogs - The Ultimate In Home Protection &amp; Cleanliness', 'PrecioProducto': nan}]"
239,personalized,"[{'NombreProducto': 'dogIDS Personalized Laser Engraved 1.5 x 1 inch Texas Longhorns Bone Shape Pet ID Tag - Free Tag Silencer', 'PrecioProducto': 19.0}, {'NombreProducto': 'ID4Pet Pet id tag Dog Tag cat tag personalized with your pet info', 'PrecioProducto': 14.99}, {'NombreProducto': 'Personalized Custom Fashion Leather Classic Big Large Dog Collar Swarovski Crystal Rhinestone Letters Plus Free Charm Black, Hot Pink, Purple, Baby Blue, Red, White, Brown, Pink, Silver Size Medium Large XLarge', 'PrecioProducto': 13.95}, {'NombreProducto': 'Fall Out Boy Logo Fashion Image Design Personalized Dog Tag Pet Tag Dogtag Cat Tag Necklace Pendant', 'PrecioProducto': nan}, {'NombreProducto': 'Personalized Cat Name Paw String Bowl', 'PrecioProducto': nan}]"
