,PalabraClave,Recomendaciones
142,very,"[{'NombreProducto': 'Every Day The Same', 'PrecioProducto': 7.52}, {'NombreProducto': 'Every Day', 'PrecioProducto': nan}, {'NombreProducto': 'Everything Starts Ep', 'PrecioProducto': 12.99}, {'NombreProducto': 'Collection: The Very Best Of China Crisis', 'PrecioProducto': 5.98}, {'NombreProducto': ""Everybody Knows (I Still Love You) / Ol' Sol"", 'PrecioProducto': 9.99}]"
143,party,"[{'NombreProducto': 'Honky Tonk Jump Party', 'PrecioProducto': 4.76}, {'NombreProducto': ""Party all the time (1985) / Vinyl Maxi Single [Vinyl 12'']"", 'PrecioProducto': 8.81}, {'NombreProducto': 'A Party Girl In Dallas By Linda Ronstadt (2015-08-07)', 'PrecioProducto': 12.99}, {'NombreProducto': 'Hellcats I &amp; P-Ss Party', 'PrecioProducto': nan}, {'NombreProducto': 'BOSSA NOVA FOR COCKTAIL PARTY[import from original label: PLASTIC RECORDS]', 'PrecioProducto': nan}]"
144,way,"[{'NombreProducto': 'The Way of All Things CD', 'PrecioProducto': 4.98}, {'NombreProducto': ""Can't Find My Way Home ... Blind Faith"", 'PrecioProducto': nan}, {'NombreProducto': 'RUNAWAYS [ORIGINAL CAST] [LP VINYL] [Vinyl] Elizabeth Swados', 'PrecioProducto': 19.99}, {'NombreProducto': 'Hide Away', 'PrecioProducto': 7.95}, {'NombreProducto': 'Always Morning Somewhere', 'PrecioProducto': 9.95}]"
145,cd+dvd,"[{'NombreProducto': 'SHIVER(CD+DVD)(ltd.ed.)', 'PrecioProducto': 8.43}, {'NombreProducto': 'MOKEY MAJIK BEST -10 YEARS &amp; FOREVER-(CD+DVD)', 'PrecioProducto': 17.27}, {'NombreProducto': 'Nothing Is Impossible - Planetshakers CD+DVD', 'PrecioProducto': nan}, {'NombreProducto': 'Mayu Watanabe - Hikaru Mono Tachi (Type A) (CD+DVD) [Japan LTD CD] SRCL-8182', 'PrecioProducto': 8.15}, {'NombreProducto': 'FREE(CD+DVD ltd.ed.)', 'PrecioProducto': 7.72}]"
146,works,"[{'NombreProducto': 'Works for Lute: Original &amp; Transcription', 'PrecioProducto': 18.99}, {'NombreProducto': 'Murray Perahia &amp; Radu Lupu - Mozart Sonata in D K 448; Schubert Fantasia in F minor op 103 D 940 (CBS Masterworks)', 'PrecioProducto': 24.99}, {'NombreProducto': 'Richard Zimmerman, Scott Joplin,Scott Joplin: His Complete Works (Five Record Set),Murray Hill Records"" />', 'PrecioProducto': 74.95}, {'NombreProducto': 'Komitas - Complete Works for Piano', 'PrecioProducto': 18.59}, {'NombreProducto': 'Vitezslava Kapr&aacute;lov&aacute; - Works for piano, works for piano &amp; orchestra', 'PrecioProducto': nan}]"
147,sing,"[{'NombreProducto': ""Crucified (1991) / Vinyl single [Vinyl-Single 7'']"", 'PrecioProducto': 8.66}, {'NombreProducto': 'Complete Stax Singles', 'PrecioProducto': nan}, {'NombreProducto': 'We come from Jamaica [Single-CD]', 'PrecioProducto': 1.74}, {'NombreProducto': 'I believe in miracles Single', 'PrecioProducto': 1.74}, {'NombreProducto': ""Tell u so (1987, US/CAN) / Vinyl Maxi Single [Vinyl 12'']"", 'PrecioProducto': 4.94}]"
148,solo,"[{'NombreProducto': 'Dove Esistono Solo I Ricordi', 'PrecioProducto': nan}, {'NombreProducto': 'Complete Works for Violin and Piano and Solo Violin', 'PrecioProducto': nan}, {'NombreProducto': 'Smiles to Go Solo Guitar Vol 2', 'PrecioProducto': 2.05}, {'NombreProducto': 'Solo Collection (10 tracks, 1995)', 'PrecioProducto': 13.99}, {'NombreProducto': 'G-dragon(bigbang) - 2nd Coup Detat Solo Album(black Ver.)[cd+booklet+folded Poster]', 'PrecioProducto': nan}]"
149,remastered,"[{'NombreProducto': 'The End of the Beginning 2011 Remastered Edition', 'PrecioProducto': 9.98}, {'NombreProducto': 'HAYDN: SYMPHONIES NOS.88 &amp; 92(remastered)', 'PrecioProducto': 10.45}, {'NombreProducto': 'DEBUSSY/RAVEL/PIERNE/FAURE(remastered)', 'PrecioProducto': nan}, {'NombreProducto': 'BRUCKNER: SYMPHONY NO.2 IN C MINOR(SACD)(remastered)', 'PrecioProducto': nan}, {'NombreProducto': 'Kiss &quot; Alive &quot; REMASTERED 2 Record Album LP Set Pressed on 180 Gram Heaveyweight Vinyl {Premium Audiophile}', 'PrecioProducto': nan}]"
150,again,"[{'NombreProducto': 'Never Let Me Down Again', 'PrecioProducto': 32.2}, {'NombreProducto': 'Here It Comes Again', 'PrecioProducto': 12.98}, {'NombreProducto': 'Against the Wind', 'PrecioProducto': nan}, {'NombreProducto': 'LOVE again', 'PrecioProducto': 9.72}, {'NombreProducto': 'Richard Cheese &amp; Lounge Against the Machine: Back in Black Tie', 'PrecioProducto': 12.06}]"
151,symphonies,"[{'NombreProducto': 'Sibelius;Symphonies 1 &amp; 7', 'PrecioProducto': 14.99}, {'NombreProducto': 'Brahms Symphonies No. 3 and No. 4', 'PrecioProducto': nan}, {'NombreProducto': 'Ormandy &amp; The Philadelphia Orchestra - Brahms: The Four Symphonies (3CDS) [Japan CD] SICC-1421', 'PrecioProducto': 50.85}, {'NombreProducto': 'BEETHOVEN: COMPLETE SYMPHONIES(5CD)', 'PrecioProducto': 46.1}, {'NombreProducto': 'Mozart: Symphonies Nos 35 &amp; 41', 'PrecioProducto': 14.94}]"
152,bonus,"[{'NombreProducto': 'Signs 1 Bonus Track', 'PrecioProducto': 14.65}, {'NombreProducto': 'On the Rocks Plus 1 Bonus Track', 'PrecioProducto': 24.0}, {'NombreProducto': 'Andrea Bocelli - Concerto One Night in Central Park LIMITED EDITION CD Includes 2 BONUS Songs by Andrea Bocelli, David Foster, Tony Bennett, Chris Botti, Celine Dion, Ana Maria (0100) Audio CD', 'PrecioProducto': nan}, {'NombreProducto': 'Elton John : The Diving Board Audio CD (Deluxe Version with Bonus Tracks))', 'PrecioProducto': nan}, {'NombreProducto': 'Honey for Dinner 1 Bonus Track', 'PrecioProducto': nan}]"
153,gold,"[{'NombreProducto': 'Country Gold', 'PrecioProducto': 1.74}, {'NombreProducto': 'KINKS Golden Hour 2 Record Set', 'PrecioProducto': 14.36}, {'NombreProducto': ""Bobby Goldsboro's Greatest Hits"", 'PrecioProducto': 2.99}, {'NombreProducto': 'A Golden Hour of Sandie Shaw', 'PrecioProducto': nan}, {'NombreProducto': 'Golden voices of Bulgarian folk song, vol.1', 'PrecioProducto': 12.0}]"
154,poster,"[{'NombreProducto': ""BIG BANG T.O.P - 1st Pictorial Records [From TOP] [+an additional T.O.P's poster][+an additional T.O.P's photo][+an additional T.O.P's postcard][+an additional T.O.P's sticker]"", 'PrecioProducto': nan}, {'NombreProducto': 'Kpop CD, Kim Hyun Joong - Round 3[Poster ver][002kr]', 'PrecioProducto': nan}, {'NombreProducto': 'Eric Church The Outsiders 12&quot; Vinyl LP + Poster Record Store Day RSD 2014', 'PrecioProducto': 49.0}, {'NombreProducto': ""Girls' Generation : Tae Yeon Mini Album Vol. 1 - I [Audio CD] TAEYEON + Folded Poster + Postcard + Sticker + Taeyeon Photocard"", 'PrecioProducto': nan}, {'NombreProducto': 'Concert In Japan + poster', 'PrecioProducto': 52.0}]"
155,come,"[{'NombreProducto': 'COME ALONGII', 'PrecioProducto': 13.67}, {'NombreProducto': 'Here It Comes Again', 'PrecioProducto': 12.98}, {'NombreProducto': 'We come from Jamaica [Single-CD]', 'PrecioProducto': 1.74}, {'NombreProducto': 'Dating #5 - Live From The Improve - The Comedy Club Series', 'PrecioProducto': 4.69}, {'NombreProducto': 'The Name The Motto The Outcome', 'PrecioProducto': nan}]"
156,light,"[{'NombreProducto': 'Limelight', 'PrecioProducto': nan}, {'NombreProducto': 'Bangles - Different Light', 'PrecioProducto': 6.95}, {'NombreProducto': 'Los Moonlights', 'PrecioProducto': 12.98}, {'NombreProducto': 'American Eagle Outfitters - Air Spin In Flight Programming', 'PrecioProducto': 29.96}, {'NombreProducto': 'Soldiers of the Light/Step out of The Night', 'PrecioProducto': 24.99}]"
157,fire,"[{'NombreProducto': 'Live &amp; on Fire in Japan', 'PrecioProducto': 132.8}, {'NombreProducto': 'Cello Fire: A Feast for the Soul', 'PrecioProducto': 12.0}, {'NombreProducto': 'Play With Fire', 'PrecioProducto': nan}, {'NombreProducto': '101 Strings Fire and Romance of Ernesto Lecuona', 'PrecioProducto': 27.45}, {'NombreProducto': 'Stealing the Fire From Heaven', 'PrecioProducto': nan}]"
158,house,"[{'NombreProducto': 'JAZZ IN THE HOUSE 12', 'PrecioProducto': 19.95}, {'NombreProducto': 'Crazy Frog in the House', 'PrecioProducto': 1.74}, {'NombreProducto': 'Guest House', 'PrecioProducto': 3.69}, {'NombreProducto': 'Live in Concert 4 July at the Old Courthouse, St. Louis', 'PrecioProducto': 3.99}, {'NombreProducto': 'House Of Fire', 'PrecioProducto': nan}]"
159,not,"[{'NombreProducto': 'La Riviere De Notre Enfance', 'PrecioProducto': nan}, {'NombreProducto': 'Another White Male', 'PrecioProducto': 4.59}, {'NombreProducto': ""What's Important (And What's Not)"", 'PrecioProducto': 5.92}, {'NombreProducto': ""Mattie Groves (That's Not Your Grandfather)"", 'PrecioProducto': nan}, {'NombreProducto': 'The Ink Spots,Either It&#39;s Love or It&#39;s Not / I Get the Blues When It Rains,Decca Records"" />', 'PrecioProducto': 14.99}]"
160,king,"[{'NombreProducto': 'Kingsmen Collection: Volumes 1&amp;2, Deluxe Gift Set', 'PrecioProducto': 9.98}, {'NombreProducto': 'Healthy Weight &amp; Body Image: Guided Self-Hypnosis Exercises- For Those Seeking He for Weight Loss and Healthy Eating, as Well as Eating Disorders and Body Dysmorphia', 'PrecioProducto': 17.98}, {'NombreProducto': ""The Choir of King's College, Cambridge - 4 CD Set"", 'PrecioProducto': nan}, {'NombreProducto': 'The Larkings - A Story Untold', 'PrecioProducto': 18.0}, {'NombreProducto': 'German Beer Drinking Songs (For Singing, Dancing)', 'PrecioProducto': 6.98}]"
161,four,"[{'NombreProducto': 'BATMAN - Four All New Action Adventure Stories', 'PrecioProducto': nan}, {'NombreProducto': 'George Crumb: Voice of the Whale; Night of the Four Moons', 'PrecioProducto': nan}, {'NombreProducto': 'Four Concertos for a New Era', 'PrecioProducto': 12.0}, {'NombreProducto': 'Space 1999 - The Future Is Fantastic - Four Exciting Space Episodes', 'PrecioProducto': 15.99}, {'NombreProducto': 'Maurice Andre Plays Four Eighteenth Century Trumpet Concerti: Fasch, M. Haydn, Leopold Mozart, Telemann', 'PrecioProducto': nan}]"
162,pop,"[{'NombreProducto': 'Sparklepop', 'PrecioProducto': 14.76}, {'NombreProducto': 'Pops Staples', 'PrecioProducto': 9.99}, {'NombreProducto': 'EDDIE FISHER: BRING BACK THE THRILL(POP LP VINYL, 1963)', 'PrecioProducto': 3.0}, {'NombreProducto': 'Music Box Pop and Country', 'PrecioProducto': 1.48}, {'NombreProducto': ""KPOP CD, SNSD TaeTiSeo, TTS, Twinkle-Girl's Generation 1st Mini Album(random photocard)[002KR]"", 'PrecioProducto': nan}]"
163,string,"[{'NombreProducto': 'Haydn: String Quartets &quot;Emperor&quot; &quot;Sunrise&quot; &quot;Bird&quot; Melos-quartett Stuttgart Audio CD', 'PrecioProducto': 159.99}, {'NombreProducto': 'Praise Classics - Instrumental: The Best of Our Praise Strings', 'PrecioProducto': 39.94}, {'NombreProducto': '101 Strings Fire and Romance of Ernesto Lecuona', 'PrecioProducto': 27.45}, {'NombreProducto': 'Mozart 6 Adagios &amp; Fugues K.404A For String Trio / Adagio &amp; Fugue K.546 For String Quartet. En', 'PrecioProducto': 11.99}, {'NombreProducto': 'Haydn: Prussian String Quartet', 'PrecioProducto': 49.95}]"
164,our,"[{'NombreProducto': 'Journey into Weight Loss', 'PrecioProducto': nan}, {'NombreProducto': 'In Your Arms', 'PrecioProducto': 13.93}, {'NombreProducto': 'Belief: Strengthen Belief in Your Abilities to Achieve Your Desires Paraliminal  The Ultimate You Library  Audio Paul R. Scheele', 'PrecioProducto': 21.99}, {'NombreProducto': 'Lite Up Your Life', 'PrecioProducto': nan}, {'NombreProducto': 'Music To Your Ears - A Collection Of Holiday Music', 'PrecioProducto': nan}]"
165,track,"[{'NombreProducto': 'Signs 1 Bonus Track', 'PrecioProducto': 14.65}, {'NombreProducto': 'SAD CAPER -5 TRACKS EP', 'PrecioProducto': 5.13}, {'NombreProducto': 'On the Rocks Plus 1 Bonus Track', 'PrecioProducto': 24.0}, {'NombreProducto': 'BOBBY SHERMAN What Came Before/Just for You (33 tracks)', 'PrecioProducto': nan}, {'NombreProducto': 'Fresh Tracks', 'PrecioProducto': 28.88}]"
166,only,"[{'NombreProducto': 'For Lovers Only', 'PrecioProducto': 1.98}, {'NombreProducto': 'Only In New Orleans', 'PrecioProducto': nan}, {'NombreProducto': 'Only you-14 golden hits', 'PrecioProducto': 8.71}, {'NombreProducto': 'ONLY TIME WILL TELL/ ONLY TIME WILL TELL (PROMO)(45/7&quot;)', 'PrecioProducto': 7.99}, {'NombreProducto': 'Only wanna be with you Single', 'PrecioProducto': 3.84}]"
167,die,"[{'NombreProducto': 'NENA DIE BAND (GREATEST HITS)', 'PrecioProducto': 47.3}, {'NombreProducto': 'Die Lieder', 'PrecioProducto': 8.53}, {'NombreProducto': 'Soldiers of the Light/Step out of The Night', 'PrecioProducto': 24.99}, {'NombreProducto': 'Etre Dieu - Salvadore Dali', 'PrecioProducto': 48.99}, {'NombreProducto': 'Melodies Francaises En Duo Import', 'PrecioProducto': nan}]"
168,side,"[{'NombreProducto': 'The Other Side', 'PrecioProducto': 11.98}, {'NombreProducto': ""Musician Magazine's A Little on the CD Side Volume # 17"", 'PrecioProducto': 18.96}, {'NombreProducto': 'Red Rose From the Blue Side of Town', 'PrecioProducto': 6.99}, {'NombreProducto': 'From the Inside Out, Audio Series By Gregory Dickow', 'PrecioProducto': 9.99}, {'NombreProducto': 'Outside of Heaven / Lady of Spain [78rpm Single]', 'PrecioProducto': nan}]"
169,summer,"[{'NombreProducto': 'The Number One Summer Album', 'PrecioProducto': 7.99}, {'NombreProducto': 'Donna Summer / I Feel Love (Patrick Cowley 15 Min Mix)', 'PrecioProducto': nan}, {'NombreProducto': 'MINOS Summer 2014 (2CD)', 'PrecioProducto': nan}, {'NombreProducto': 'TV Free!-Eternal Summer- 04', 'PrecioProducto': 9.99}, {'NombreProducto': 'Summer Time Reggae', 'PrecioProducto': 1.9}]"
170,james,"[{'NombreProducto': '1982 James Bond Greatest Hits Made in France', 'PrecioProducto': nan}, {'NombreProducto': 'James Last In Los Angeles - The Legendary 1975 Record Plant Studio Sessions', 'PrecioProducto': nan}, {'NombreProducto': 'The Best of Tommy James &amp; The Shondells', 'PrecioProducto': 189.94}, {'NombreProducto': 'George T. Simon The Big Bands (3 LP Box Set w/ Insert) / Count Basie. Harry James. Duke Ellington. Les Brown. Woody Herman. Thornhill. Gene Krupa. Jimmie Lunceford. Stan Kenton. Artie Shaw. Tommy Dorsey. Benny Goodman. Charlie Barnet &amp; More', 'PrecioProducto': nan}, {'NombreProducto': 'Robert Browning : My Last Duchess and Other Poems Read By James Mason', 'PrecioProducto': nan}]"
171,dreams,"[{'NombreProducto': 'teen-age dreams-volume-3', 'PrecioProducto': 71.27}, {'NombreProducto': 'Elusive Dreams', 'PrecioProducto': 9.95}, {'NombreProducto': 'We Dream Our Dreams', 'PrecioProducto': 12.0}, {'NombreProducto': 'Dreams and Themes', 'PrecioProducto': nan}, {'NombreProducto': ""Dreams D'Azur"", 'PrecioProducto': nan}]"
172,special,"[{'NombreProducto': 'Acervo Especial - Jovem Guarda', 'PrecioProducto': nan}, {'NombreProducto': 'ALIVE 2007-SPECIAL EDITION-(2CD)', 'PrecioProducto': 24.99}, {'NombreProducto': 'The Master &amp; His Magic - Jagjit Singh (9 Rare &amp; Unreleased Recordings From His Personal Archives / Special Collectors Edition Featuring A Personal Remembrance By Chitra Singh / Includes A Booklet Which Relives The Life &amp; Times Of The Maestro With His Rare Photographs)', 'PrecioProducto': nan}, {'NombreProducto': 'FIESTA MEXICANA (SPECIAL SINGLE EDITION)', 'PrecioProducto': 34.99}, {'NombreProducto': 'BigBang Made Series - E (Random version)[+Bigbang autograph photo and special items(6 items,Pls check description)]', 'PrecioProducto': nan}]"
173,never,"[{'NombreProducto': 'Never Let Me Down Again', 'PrecioProducto': 32.2}, {'NombreProducto': 'Engelbert Humperdinck,You&#39;ll Never Know: Engelbert Humperdinck Sings the Songs of Romance,Reader&#39;s Digest"" />', 'PrecioProducto': 8.87}, {'NombreProducto': ""scuzzy / you'll never be mine 45 rpm single"", 'PrecioProducto': nan}, {'NombreProducto': 'COLIN BLUNSTONE-NEVER EVEN THOUGHT', 'PrecioProducto': nan}, {'NombreProducto': 'They Never See//Kicker Boy', 'PrecioProducto': 20.26}]"
174,brahms,"[{'NombreProducto': 'Henze: Quintetto / Brahms: Piano Quintet', 'PrecioProducto': 25.47}, {'NombreProducto': 'Brahms: Symphonie Nr 3 F-dur, Op.90, Tragische Ouverture Op. 81, Cleveland Orchestra, Christoph Von Dohnanyi', 'PrecioProducto': 2.43}, {'NombreProducto': 'Viennese Nights - Time-Life Library of Classical Favorites - Mozart, Beethoven, Schubert, Brahms, Strauss, Suppe, Lehar - 2-CD Set', 'PrecioProducto': 29.49}, {'NombreProducto': 'Brahms Symphonies No. 3 and No. 4', 'PrecioProducto': nan}, {'NombreProducto': 'Ormandy &amp; The Philadelphia Orchestra - Brahms: The Four Symphonies (3CDS) [Japan CD] SICC-1421', 'PrecioProducto': 50.85}]"
175,gospel,"[{'NombreProducto': 'Ryman Gospel Reunion', 'PrecioProducto': nan}, {'NombreProducto': 'The Gospel Stroll Remix', 'PrecioProducto': 11.55}, {'NombreProducto': 'The Jerry Lee Lewis Gospel Album (197? Mercury SR 61318)', 'PrecioProducto': nan}, {'NombreProducto': 'Volume One I Believe Gospel Classics', 'PrecioProducto': nan}, {'NombreProducto': 'Favorite Gospel Songs And Spirituals', 'PrecioProducto': 39.99}]"
176,concertos,"[{'NombreProducto': 'Paganini: Violin Concertos Nos. 1 &amp; 4', 'PrecioProducto': nan}, {'NombreProducto': 'C.P.E.Bach: Oboe Concertos', 'PrecioProducto': 23.97}, {'NombreProducto': 'Mozart Violin Concertos Nos. 1 - 17 / Josef Suk', 'PrecioProducto': nan}, {'NombreProducto': 'Four Concertos for a New Era', 'PrecioProducto': 12.0}, {'NombreProducto': 'Mozart: Piano Concertos No. 26 &amp; No. 17', 'PrecioProducto': nan}]"
177,musical,"[{'NombreProducto': 'Sanctissima: A Musical Mass for World Peace', 'PrecioProducto': 12.02}, {'NombreProducto': 'Carlos Vives, Juanes, Aterciopelados,Fonseca, Ect. Varios Artistas,Pombo Musical"" />', 'PrecioProducto': 5.48}, {'NombreProducto': 'Musical Archive of Crete', 'PrecioProducto': nan}, {'NombreProducto': 'Always Together - A Musical Menu (USA 1st pressing vinyl LP)', 'PrecioProducto': 15.0}, {'NombreProducto': 'LOS ANTOLOGIA MUSICAL', 'PrecioProducto': 59.99}]"
178,paul,"[{'NombreProducto': 'The Best of Les Paul and Mary Ford', 'PrecioProducto': 14.95}, {'NombreProducto': 'Belief: Strengthen Belief in Your Abilities to Achieve Your Desires Paraliminal  The Ultimate You Library  Audio Paul R. Scheele', 'PrecioProducto': 21.99}, {'NombreProducto': 'Sincerely Paul', 'PrecioProducto': 2.97}, {'NombreProducto': 'Paul, to the Church at Philippi', 'PrecioProducto': 9.99}, {'NombreProducto': 'Paraliminal New History Generator Audio Paul R. Scheele', 'PrecioProducto': 11.0}]"
179,johnny,"[{'NombreProducto': 'Johnny Tillotson', 'PrecioProducto': nan}, {'NombreProducto': ""'Til the Bars Burn Down, Johnny Lee (Records Lp)"", 'PrecioProducto': 7.4}, {'NombreProducto': ""Johnny B. Goode (1983) / Vinyl single [Vinyl-Single 7'']"", 'PrecioProducto': 4.0}, {'NombreProducto': 'Santo &amp; Johnny The Brilliant Guitar Sounds Of vinyl record', 'PrecioProducto': 11.01}, {'NombreProducto': 'Chances Are/ The Twelfth of Never/It&#39;s Not For Me To Say/Wonderful Wonderful (Johnny Mathis) 45 LP,Columbia Hall Of Fame"" />', 'PrecioProducto': 24.53}]"
180,hot,"[{'NombreProducto': ""City's Hot Yeah the City's Hot"", 'PrecioProducto': 35.95}, {'NombreProducto': 'Baranovich - Gingerbread Heart Belgrade Phil Cond By Composer. + Fran Lhotka', 'PrecioProducto': nan}, {'NombreProducto': 'BORN TO BE WITH YOU/HOT ROD HENRY', 'PrecioProducto': nan}, {'NombreProducto': 'The Sound of Wonderlust - W Hotels Worldwide Tour', 'PrecioProducto': 25.95}, {'NombreProducto': 'The Last Of The Red Hot Mamas', 'PrecioProducto': 19.95}]"
181,rare,"[{'NombreProducto': 'Rudolph the Red Nosed Reindeer (Rare 1 Track Christmas Xmas Limited Edition)', 'PrecioProducto': 12.0}, {'NombreProducto': 'The Master &amp; His Magic - Jagjit Singh (9 Rare &amp; Unreleased Recordings From His Personal Archives / Special Collectors Edition Featuring A Personal Remembrance By Chitra Singh / Includes A Booklet Which Relives The Life &amp; Times Of The Maestro With His Rare Photographs)', 'PrecioProducto': nan}, {'NombreProducto': 'IRON BUTTERFLY Metamorphosis VINYL LP ATCO Promo WLP SD 33-339 Vinyl 1970 Record Album Rare!!', 'PrecioProducto': 6.95}, {'NombreProducto': 'Rare Club Music 1998 (Remixes, Extended)', 'PrecioProducto': 15.99}, {'NombreProducto': 'Succes Et Raretes 1941', 'PrecioProducto': 4.98}]"
182,beatles,"[{'NombreProducto': ""Uncut: Why Don't We Do It in the Road? 24 Amazing Covers of Classic Beatles Songs"", 'PrecioProducto': 12.85}, {'NombreProducto': 'Something New the Beatles Original Stereo Uk Import', 'PrecioProducto': nan}, {'NombreProducto': 'Radio Vaults - Best of The Beatles Broadcasting Live (3CD &amp; DVD) by The Beatles', 'PrecioProducto': nan}, {'NombreProducto': 'The Music of the Beatles', 'PrecioProducto': 34.95}, {'NombreProducto': 'THE BEATLES &quot;Hey Jude &amp; Revolution&quot; Apple 45 Record &amp; Original Apple Sleeve', 'PrecioProducto': 199.0}]"
183,recordings,"[{'NombreProducto': 'The Master &amp; His Magic - Jagjit Singh (9 Rare &amp; Unreleased Recordings From His Personal Archives / Special Collectors Edition Featuring A Personal Remembrance By Chitra Singh / Includes A Booklet Which Relives The Life &amp; Times Of The Maestro With His Rare Photographs)', 'PrecioProducto': nan}, {'NombreProducto': 'Wilhelm Furtwangler Recordings 1942-1944 10 CD Box Set', 'PrecioProducto': 155.34}, {'NombreProducto': 'The Roycroft Recordings-The English Singers Recorded 1928', 'PrecioProducto': 14.99}, {'NombreProducto': 'incl. I Want To Live (New Recordings / Neuaufnahmen) (CD Album John Denver, 32 Tracks)', 'PrecioProducto': nan}, {'NombreProducto': ""The Greatest Country Music Recordings of All Time (The Franklin Mint Record Society) (2 Record Set-Red Vinyl) Record 15 &amp; 16 A Woman's Side of Love Record Vinyl Album"", 'PrecioProducto': 32.98}]"
184,photo,"[{'NombreProducto': ""KPOP CD, SNSD TaeTiSeo, TTS, Twinkle-Girl's Generation 1st Mini Album(random photocard)[002KR]"", 'PrecioProducto': nan}, {'NombreProducto': 'The Master &amp; His Magic - Jagjit Singh (9 Rare &amp; Unreleased Recordings From His Personal Archives / Special Collectors Edition Featuring A Personal Remembrance By Chitra Singh / Includes A Booklet Which Relives The Life &amp; Times Of The Maestro With His Rare Photographs)', 'PrecioProducto': nan}, {'NombreProducto': 'POP CD, Bob Dylan Music &amp; Photos (2CD, 10photo, LP size hard cover)[002kr]', 'PrecioProducto': nan}, {'NombreProducto': ""BIG BANG T.O.P - 1st Pictorial Records [From TOP] [+an additional T.O.P's poster][+an additional T.O.P's photo][+an additional T.O.P's postcard][+an additional T.O.P's sticker]"", 'PrecioProducto': nan}, {'NombreProducto': 'IKON - [ WELCOME BACK ] DEBUT HALF ALBUM CD + Booklet + Welcome Pack (stickers and photocards) YG', 'PrecioProducto': 27.99}]"
185,over,"[{'NombreProducto': 'CD 12 Reasons Why People Overeat', 'PrecioProducto': 16.99}, {'NombreProducto': 'For Lovers Only', 'PrecioProducto': 1.98}, {'NombreProducto': 'endless plasmatic childhood overdose LP', 'PrecioProducto': nan}, {'NombreProducto': 'Mendelssohn: Trumpet Overture in C Major, Op. 101 / Humperdinck: Hansel and Gretel', 'PrecioProducto': 12.98}, {'NombreProducto': 'Classics for Lovers', 'PrecioProducto': 0.75}]"
186,london,"[{'NombreProducto': 'London Hooligan Soul', 'PrecioProducto': 4.32}, {'NombreProducto': 'SUPERMAX : Fly with Me / LONDON AIRCRAAFT : Rockets', 'PrecioProducto': nan}, {'NombreProducto': 'The London Symphony Orchestra Presents Images of Love, Volume 4', 'PrecioProducto': 5.79}, {'NombreProducto': 'Christmas with London Brass by London Brass (1991) Audio CD', 'PrecioProducto': 18.05}, {'NombreProducto': 'Rachmaninoff: Piano Concerto No. 3 in D Minor, Op. 30 / Lazar Berman, Piano, Claudio Abbado, Conductor / London Symphony Orchestra', 'PrecioProducto': nan}]"
187,sweet,"[{'NombreProducto': 'Sweet Land of Liberty', 'PrecioProducto': 8.0}, {'NombreProducto': 'Sweet Sweetness', 'PrecioProducto': 11.95}, {'NombreProducto': 'sweet caroline 45 rpm single', 'PrecioProducto': nan}, {'NombreProducto': 'sweet country (LP vinyl record)', 'PrecioProducto': 8.88}, {'NombreProducto': 'Sweet Soaking Hymns and Prayer Music Instrumental', 'PrecioProducto': nan}]"
188,baby,"[{'NombreProducto': 'Since I lost My Baby', 'PrecioProducto': 6.95}, {'NombreProducto': 'BABY [LP VINYL]', 'PrecioProducto': nan}, {'NombreProducto': ""Lawrence welk's Baby Elephant Walk and Theme From the Brothers Grimm"", 'PrecioProducto': 7.99}, {'NombreProducto': 'HE MADE WOMAN FOR MAN/DON&rsquo;T LET MY BABY RIDE/45/7&quot;', 'PrecioProducto': nan}, {'NombreProducto': 'Santa Baby! From Hallmark', 'PrecioProducto': 16.0}]"
189,children,"[{'NombreProducto': 'When You Wish Upon A Star - Relaxation Music for Children', 'PrecioProducto': 3.33}, {'NombreProducto': 'Best of Children of the Corn', 'PrecioProducto': nan}, {'NombreProducto': 'Yolanda Adams,What About the Children Accompaniment,0084418011025ING"" />', 'PrecioProducto': 11.98}, {'NombreProducto': 'More Exciting Stories for Children By Ethel Barrett [LP Record]', 'PrecioProducto': 16.62}, {'NombreProducto': 'Wee Sing Sing-Alongs, Various Artists Children (1989-1990-2005) Price Stern Sloan', 'PrecioProducto': nan}]"
