,PalabraClave,Recomendaciones
140,pcs,"[{'NombreProducto': 'LEGO Duplo Basic Bricks (80 Pcs.) (Discontinued by manufacturer)', 'PrecioProducto': nan}, {'NombreProducto': 'Lego 4 Basic Bricks - 650 pcs', 'PrecioProducto': nan}, {'NombreProducto': '6pcs Japanese Iwako Erasers-Black Feet Cow', 'PrecioProducto': nan}, {'NombreProducto': 'Star Wars Wood Pencils (12pcs)', 'PrecioProducto': nan}, {'NombreProducto': 'CRW&reg; Parrot AR Drone 1st &amp; 2.0 Quadcopter Upgrade Gear Shaft Clips Parts 20PCS', 'PrecioProducto': nan}]"
141,great,"[{'NombreProducto': 'Great Planes Electrifly E-Spinner 2&quot; with Aluminum Backplate, Transparent Black', 'PrecioProducto': 7.78}, {'NombreProducto': 'Great Eastern GE-8955 Black Butler Ciel 10&quot; Plush', 'PrecioProducto': 12.98}, {'NombreProducto': 'Great Eastern Entertainment Dragon Ball Z Goku Button, 3&quot;', 'PrecioProducto': nan}, {'NombreProducto': 'The Wishlist Store Tiara Crown For American Girl Doll and 18 Inch Dolls ~ Great for Elsa too !', 'PrecioProducto': 7.95}, {'NombreProducto': 'Great Planes LiPo 3S 11.1V 3200Mah 25C Electric with Star Plug', 'PrecioProducto': nan}]"
142,japan,"[{'NombreProducto': 'Lego 4655 Junior octane gas station (japan import)', 'PrecioProducto': nan}, {'NombreProducto': 'Pokemon Ranger Capture Styler (japan import)', 'PrecioProducto': 56.94}, {'NombreProducto': 'Intellectual three-dimensional puzzle puzzle cast cast loop (japan import)', 'PrecioProducto': 15.94}, {'NombreProducto': 'Transformers: MA-20 Black Arcee Japanese Ver. Action Figure', 'PrecioProducto': 111.72}, {'NombreProducto': 'Glameow ~6&quot; Plush: Pokemon Diamond and Pearl Plush [Banpresto 4983164446364] (Japanese Import)', 'PrecioProducto': nan}]"
143,foil,"[{'NombreProducto': ' Hooray for Elmo 18&quot; Foil Balloon', 'PrecioProducto': 7.5}, {'NombreProducto': 'Embossed Foil Shamrock Cutouts   (12/Pkg)', 'PrecioProducto': 6.5}, {'NombreProducto': 'Magic: the Gathering - Doubling Season - Judge Promos - Foil', 'PrecioProducto': 66.99}, {'NombreProducto': 'Yu-Gi-Oh! - Tiras, Keeper of Genesis (BP01-EN029) - Battle Pack: Epic Dawn - 1st Edition - Starfoil Rare', 'PrecioProducto': 1.28}, {'NombreProducto': 'Magic: the Gathering - Faerie Impostor (39) - Return to Ravnica - Foil', 'PrecioProducto': 0.69}]"
144,balloon,"[{'NombreProducto': ' Hooray for Elmo 18&quot; Foil Balloon', 'PrecioProducto': 7.5}, {'NombreProducto': '20 Rocket Balloons with Pump,(Colors May Vary),Various Packaging.', 'PrecioProducto': 5.0}, {'NombreProducto': 'Metallic Race Car Balloon Racers (1 dz)', 'PrecioProducto': 13.52}, {'NombreProducto': 'Unique Industries Curious George Shaped 1834; Foil Balloon (Each) - Party Supplies', 'PrecioProducto': nan}, {'NombreProducto': 'Halloween Ghoulish Punch Balloon', 'PrecioProducto': 5.19}]"
145,pop,"[{'NombreProducto': 'Popular Playthings, Unisex, Educational Electricity Play Activity Kit for Kids Build Electrical Circuits &amp; More, Multicolor, Ages 8 and Up', 'PrecioProducto': 28.92}, {'NombreProducto': 'Crayola Pop Art Pixies Herb Garden', 'PrecioProducto': 38.95}, {'NombreProducto': 'Kwik Change Products 714-1127 NEXT GEN. POPPET (2)', 'PrecioProducto': nan}, {'NombreProducto': 'Backyard Safari Mini Pop Up Habitat', 'PrecioProducto': 8.99}, {'NombreProducto': 'Funko POP! Avengers Movie - Vinyl Bobble-Heads - SET OF 5 (Iron Man, Thor, Hulk &amp; 2 more)', 'PrecioProducto': nan}]"
146,train,"[{'NombreProducto': 'Bachmann Trains Track Cleaning Tank Car-Unlettered-Oxide Red-Ho Scale', 'PrecioProducto': 43.8}, {'NombreProducto': 'Dinosaur Train Jurassic 5 Figure Pack', 'PrecioProducto': nan}, {'NombreProducto': 'Kato USA Model Train Products Amfleet and Viewliner Intercity Express Phase VI Bookcase Set, 3-Unit Set', 'PrecioProducto': 92.99}, {'NombreProducto': ""New 'GOLD THOMAS' Thomas &amp; Friends Wooden Train Engine Loose Item Includes Exclusive Collector Card Retired Item"", 'PrecioProducto': nan}, {'NombreProducto': 'Bachmann Industries EMD GP40 DCC Equipped Locomotive Milwaukee Road #2001 HO Scale Train Car', 'PrecioProducto': 97.13}]"
147,magnetic,"[{'NombreProducto': 'Japan Woody Puddy Fruit and Vegetables Magnetic Wooden Toys Sets Educational Toys Birthday and Christmas Gift', 'PrecioProducto': nan}, {'NombreProducto': 'T.S. Shure Babysitter Play Time Wooden Magnetic Dress-Up Doll', 'PrecioProducto': 13.35}, {'NombreProducto': 'Thomas &amp; Friends Lady Magnetic Wooden Toy Train Loose', 'PrecioProducto': nan}, {'NombreProducto': ""Anti Trump Bumper Sticker - &quot;Don't Vote Trump '16&quot; - Magnetic &amp; Removable Car Decal that will stick to any metal surface - The Perfect 2016 Election Gift! - DUMP TRUMP!"", 'PrecioProducto': nan}, {'NombreProducto': 'Mag-Genius Magnetic Sticks 2016 Edition Extra Large Sticks To Help Stability Building Set Intelligence Construction Toys Over 350 Pieces included + bonus Plastic storage container', 'PrecioProducto': 13.79}]"
148,limited,"[{'NombreProducto': ' LIMITED EDITION Cabbage Patch Kids 25th Anniversary Doll', 'PrecioProducto': nan}, {'NombreProducto': 'Hot Wheels - 1998 First Editions - Slideout - Sprint Car - Purple &amp; Orange - Die Cast - #2 of 40 Cars - Collector #640 - Limited Edition - Collectible', 'PrecioProducto': 19.99}, {'NombreProducto': 'Dale Earnhardt Sr #3 Monte Carlo Dale &amp; The King Elvis Presley Taking Care of Business 1/24 Scale Diecast Action Racing Collectables Hood, Trunk, Roof Flaps Open Limited Production', 'PrecioProducto': nan}, {'NombreProducto': ' Yu-Gi-Oh! - Arcanite Magician/Assault Mode (CRMS-EN021) - Crimson Crisis - Unlimited Edition - Ultra Rare', 'PrecioProducto': 3.19}, {'NombreProducto': '1993 - Tyco Toys Inc - Matchbox Originals - Authentic Recreations Matchbox Early Vehhicles - No.17A / Matchbox Removals Service - Blue Truck - Die Cast Metal - 1:64 Scale - Collectors Series III - MOC - Out of Production - Limited Edition - Collectible', 'PrecioProducto': 12.0}]"
149,inflatable,"[{'NombreProducto': ' Inflatable Princess Queen King Crowns (12 Pack) 13 1/4&quot;.', 'PrecioProducto': 14.99}, {'NombreProducto': 'Blue Inflatable Pony Horse Stallion Party Decoration', 'PrecioProducto': nan}, {'NombreProducto': 'Inflatable Birthday Girl Ring Toss Game', 'PrecioProducto': nan}, {'NombreProducto': 'Dozen 7&quot; Inflatable Miniature Monkey Beach Balls', 'PrecioProducto': nan}, {'NombreProducto': 'Cloud 9 Mini Crayon Bounce House - Inflatable Bouncing Jumper with Blower', 'PrecioProducto': 249.99}]"
150,free,"[{'NombreProducto': 'Lego System Rally Racers: Cool Racing Trucks with Free Racing Plate 1821', 'PrecioProducto': 79.99}, {'NombreProducto': 'Crayola Color Wonder Mess Free 2-in-1 Art Tote, Mess Free Coloring, Gift for Ages 3, 4, 5, 6', 'PrecioProducto': 29.38}, {'NombreProducto': 'Doll Big Chest Girl BJD Doll 1/3 65CM BJD Doll Dollfie / 100% Custom-made / Free Make-up + Free Gifts', 'PrecioProducto': 329.99}, {'NombreProducto': 'Dromida Kodo 3.7v 380mAh 25c LiPo Batteries 2 x Battery &amp; Propeller Blades Props Main Rotors Black and White - FAST FREE SHIPPING FROM Orlando, Florida USA!', 'PrecioProducto': nan}, {'NombreProducto': 'SummitLink Blade 350 QX 1 QX 2 QX 3 Snap on/off Prop Guards 2 Red 2 White Tool Free Quick Mount Quick Release Disconnect', 'PrecioProducto': 14.99}]"
151,hat,"[{'NombreProducto': ""Dr Seuss Cat in the Hat Plush Thing 1 and Thing 2 Dolls from Kohl's"", 'PrecioProducto': 39.5}, {'NombreProducto': ""Rose Art Stamp and Color Stampers and Washable Markers - Set of 15 Double Ended - That's a Total of 30 Markers &amp; Stampers"", 'PrecioProducto': nan}, {'NombreProducto': 'Manhattan Toy Cutie Cakes Chocolate Chip Puppers Cupcake from Manhattan Toy', 'PrecioProducto': nan}, {'NombreProducto': 'Dover Publications-What To Doodle? Jr. Animals!', 'PrecioProducto': nan}, {'NombreProducto': 'Magic: the Gathering - Shattering Pulse - Exodus', 'PrecioProducto': 0.58}]"
152,vinyl,"[{'NombreProducto': 'La Newborn Boutique - Realistic 14&quot; Anatomically Correct Real Boy Asian Baby Doll  All Vinyl First Day Designed by Berenguer  Made in Spain', 'PrecioProducto': 39.99}, {'NombreProducto': 'X-Plus Toho Series Godzilla from &quot;Mothra vs. Godzilla&quot; 12&quot; Vinyl Figure', 'PrecioProducto': 399.99}, {'NombreProducto': 'Standard Vinyl Chess Board - 20&quot; Red', 'PrecioProducto': nan}, {'NombreProducto': 'Funko POP! Avengers Movie - Vinyl Bobble-Heads - SET OF 5 (Iron Man, Thor, Hulk &amp; 2 more)', 'PrecioProducto': nan}, {'NombreProducto': 'Tokidoki Skeletrino Vinyl Toy', 'PrecioProducto': nan}]"
153,pro,"[{'NombreProducto': 'ProtoSmoke Fluid, Coffee 2oz', 'PrecioProducto': nan}, {'NombreProducto': 'Marder III Self-Propelled SdKfz 139 PzJager WWII Anti-Tank 1/35 Italeri', 'PrecioProducto': 39.95}, {'NombreProducto': '1993 - ERTL / DC Comics - Batman : The Animated Series - Robin - 2 Inch Die Cast Metal Figure - w/ Collector Sticker - #2470 - Out of Production - New - Mint - Rare - Collectible', 'PrecioProducto': 17.91}, {'NombreProducto': 'Max Protection Deck Box Dragon Mistress', 'PrecioProducto': nan}, {'NombreProducto': ""HARRY POTTER 6 1/2&quot; Professor Snape Action Figure and the Sorcerer's Stone Wizard Collection"", 'PrecioProducto': 41.17}]"
154,kitty,"[{'NombreProducto': '[Hello Kitty] docomo/softbank quick charger with red', 'PrecioProducto': nan}, {'NombreProducto': 'Sanrio Hello Kitty Crayon Set of 12', 'PrecioProducto': nan}, {'NombreProducto': 'Hello Kitty 10&quot; Plush: Flag', 'PrecioProducto': nan}, {'NombreProducto': 'Sanrio Hello Kitty Neighborhood Playset - Carnival Game', 'PrecioProducto': nan}, {'NombreProducto': 'Hello Kitty Locking Diary: Kimono', 'PrecioProducto': nan}]"
155,count,"[{'NombreProducto': 'Pot-O-Gold Centerpiece Party Accessory (1 count) (1/Pkg)', 'PrecioProducto': nan}, {'NombreProducto': ""Peaceable Kingdom / 'Flippity Frogs' An Active Counting Game"", 'PrecioProducto': nan}, {'NombreProducto': 'Ultra Pro Card Supplies YUGIOH Deck Protector Sleeves HiGloss Black 50 Count', 'PrecioProducto': nan}, {'NombreProducto': '2010 Matchbox Red White INTERNATIONAL BRUSHFIRE TRUCK #52/100, Emergency Response 2/8, Reinert County Auxillary Division', 'PrecioProducto': 22.99}, {'NombreProducto': 'Day Of The Dead Altar Prop Party Accessory (1 count) (1/Pkg)', 'PrecioProducto': 8.7}]"
156,accessory,"[{'NombreProducto': 'Pot-O-Gold Centerpiece Party Accessory (1 count) (1/Pkg)', 'PrecioProducto': nan}, {'NombreProducto': ""Disney's Cars Bowling Set Party Accessory"", 'PrecioProducto': 24.0}, {'NombreProducto': 'Day Of The Dead Altar Prop Party Accessory (1 count) (1/Pkg)', 'PrecioProducto': 8.7}, {'NombreProducto': 'Stegosaurus Dino Squirt Toy Party Accessory', 'PrecioProducto': 3.49}, {'NombreProducto': 'Dora the Explorer Hanging Swirl Value Pack (Blue) Party Accessory', 'PrecioProducto': nan}]"
157,beanie,"[{'NombreProducto': 'Pokemon Plush Beanie Baby Meowth - # 52', 'PrecioProducto': nan}, {'NombreProducto': ""TY McDonald's Teenie Beanie - #6 WOOLSY the Sheep (2009)"", 'PrecioProducto': 8.99}, {'NombreProducto': 'TY Beanie Babies - Alvin &amp; the Chipmunks ( Complete Set of 6 )', 'PrecioProducto': 180.44}, {'NombreProducto': 'Ty Original Beanie Baby - Spooky (ghost)', 'PrecioProducto': 12.49}, {'NombreProducto': 'B. Everluvin, Gen-you-wine boyds, beanie stuffed bear, Special Occasion Edition', 'PrecioProducto': nan}]"
158,decoration,"[{'NombreProducto': 'Loftus International Loftus Bag of Creepy Realistic 2&quot; Cockroaches Prank Decoration Pack, Black Novelty Item', 'PrecioProducto': 4.98}, {'NombreProducto': 'Blue Inflatable Pony Horse Stallion Party Decoration', 'PrecioProducto': nan}, {'NombreProducto': 'Silver Star Decorations (1 dz)', 'PrecioProducto': 6.53}, {'NombreProducto': 'Amscan 50th Celebration Value Pack Hanging Swirl Decorations, Birthday, 12 Ct.', 'PrecioProducto': 83.37}, {'NombreProducto': 'Unique Party 5 Foot Pink String Decorations - 80', 'PrecioProducto': 4.74}]"
159,common,"[{'NombreProducto': 'Yu-Gi-Oh! - Humanoid Slime (LON-003) - Labyrinth of Nightmare - 1st Edition - Common', 'PrecioProducto': 6.88}, {'NombreProducto': 'Yu-Gi-Oh! - Ekibyo Drakmord (SDWS-EN024) - Structure Deck Warriors Strike - 1st Edition - Common', 'PrecioProducto': 0.49}, {'NombreProducto': 'Yu-Gi-Oh! - Puny Penguin (ABYR-EN037) - Abyss Rising - Unlimited Edition - Common', 'PrecioProducto': 0.2}, {'NombreProducto': ""Yu-Gi-Oh! - Jam Breeding Machine (LCJW-EN124) - Legendary Collection 4: Joey's World - 1st Edition - Common"", 'PrecioProducto': 4.88}, {'NombreProducto': ""Yu-Gi-Oh! - Gilford the Lightning (LCJW-EN041) - Legendary Collection 4: Joey's World - 1st Edition - Common"", 'PrecioProducto': 2.94}]"
160,version,"[{'NombreProducto': 'Yellow with Stars - Tamagotchi Connection Version 3', 'PrecioProducto': nan}, {'NombreProducto': 'Strawberry Shortcake Hasbro Mini Doll in Purse Raspberry Torte Version 3', 'PrecioProducto': nan}, {'NombreProducto': 'Magic the Gathering Playmat Ultra Pro Play Mat: Return to Ravnica: Steam Vents (Izzet) / Version 2', 'PrecioProducto': nan}, {'NombreProducto': 'Platz StuG. III Ausf. F, Kaba-San Team Version from Anime TV Series of Girls und Panzer Kit, 1:35 Scale', 'PrecioProducto': 63.72}, {'NombreProducto': '50cm Ted Teddy Bear Plush Toys As Movie Ted Film Cute Doll -- Limited version from Sunning Co., Ltd', 'PrecioProducto': nan}]"
161,hand,"[{'NombreProducto': ""Hape Beleduc Spider Glove Kid's Hand Puppet"", 'PrecioProducto': 34.71}, {'NombreProducto': 'Okiedog Telescopic Parent Handle for Fropper and Cheeky Chick', 'PrecioProducto': nan}, {'NombreProducto': ""Big Blast Matt Wegner's MAGE The Hero Defined '98 Premiere Series 8 Inch Tall Action Figure - Kevin Matchstick with Magic Glowing Bat, Alternate Set of Hands, Mage Magicard, Cloth Jacket and Bag"", 'PrecioProducto': 24.99}, {'NombreProducto': ' Hand Bell 6.75-inch Embossed Engraved for Dinner School Reception', 'PrecioProducto': 5.24}, {'NombreProducto': 'Artterro Handmade Paper Bookmaking Kit', 'PrecioProducto': nan}]"
162,fashion,"[{'NombreProducto': 'Victor 12&quot; Fashion Doll', 'PrecioProducto': nan}, {'NombreProducto': ' Barbie &amp; Kelly Matchin&#39; Styles Fashion Avenue GINGHAM &amp; DENIM Outfits (1997)', 'PrecioProducto': nan}, {'NombreProducto': 'Pretty In Pink Delilah Ball-Jointed Fashion Doll by Ashton Drake', 'PrecioProducto': nan}, {'NombreProducto': 'Ebuddy White Fashion Doll Long Dress Clothes Fits 18 Inch Doll', 'PrecioProducto': 5.99}, {'NombreProducto': 'Fashion Angels Equestrian Girls Velvet Poster Collection', 'PrecioProducto': nan}]"
163,fisher-price,"[{'NombreProducto': ' Fisher-Price Imaginext Large Fuzzy Dragon', 'PrecioProducto': 44.99}, {'NombreProducto': 'Fisher-Price Elmo On - The - Go Playset', 'PrecioProducto': nan}, {'NombreProducto': 'Fisher-Price Planet Heroes Mercury Zip Metallic Figure', 'PrecioProducto': 29.9}, {'NombreProducto': 'Fisher-Price Thomas &amp; Friends Wooden Railway, Stone Drawbridge', 'PrecioProducto': nan}, {'NombreProducto': 'Fisher-Price Thomas &amp; Friends Wooden Railway, Duck', 'PrecioProducto': nan}]"
164,ultra,"[{'NombreProducto': ' Yu-Gi-Oh! - Arcanite Magician/Assault Mode (CRMS-EN021) - Crimson Crisis - Unlimited Edition - Ultra Rare', 'PrecioProducto': 3.19}, {'NombreProducto': 'Thunder Power RC 160mAh 1-Cell/1S 3.7V G6 Pro Lite 25C LiPo Battery with Ultra-Micro Connector', 'PrecioProducto': 15.98}, {'NombreProducto': 'Ultra Pro Card Supplies YUGIOH Deck Protector Sleeves HiGloss Black 50 Count', 'PrecioProducto': nan}, {'NombreProducto': 'Yu-Gi-Oh! - Right Arm of the Forbidden One (LOB-122) - Legend of Blue Eyes White Dragon - Unlimited Edition - Ultra Rare', 'PrecioProducto': 5.79}, {'NombreProducto': 'Yu-Gi-Oh! - Number C39: Utopia Ray (ORCS-EN040) - Order of Chaos - 1st Edition - Ultra Rare', 'PrecioProducto': 2.03}]"
165,ndash,"[{'NombreProducto': '5K Kendama &ndash; Green &amp; Red Eye, Extra String Included', 'PrecioProducto': nan}, {'NombreProducto': 'Ahoy - Nautical Girl - Baby Shower Games Pack &ndash; 5 Games in 1 - Fabulous 5 - Set of 12', 'PrecioProducto': 12.99}, {'NombreProducto': '2009 Presidential Proof Set &ndash; Panel', 'PrecioProducto': nan}, {'NombreProducto': 'Matchbox Diecast Truck (1:24 Scale) &ndash; Styles May Vary', 'PrecioProducto': nan}, {'NombreProducto': 'SAY CHEESE &ndash; Math Board Game for Kids to master Multiplication Tables, best Summer STEM Gift for boys and girls', 'PrecioProducto': 15.87}]"
166,phantom,"[{'NombreProducto': '2.4G 2W Radio Amplifier Module White for DJI Phantom Walkera 2.4G Transmit Part', 'PrecioProducto': nan}, {'NombreProducto': 'Pokemon - Talonflame (10/119) - XY Phantom Forces - Reverse Holo', 'PrecioProducto': 0.75}, {'NombreProducto': 'Anbee Car Charger &amp; Adapter for DJI Phantom 3 SE / Professional / Advanced Quadcopter', 'PrecioProducto': 13.99}, {'NombreProducto': 'Wosports 9.7inch FPV Sun Shield Sun Shade Sunshade Hood Cover Anti-dust For DJI Inspire 1 Phantom 3 Pro Advanced Suitable for iPad 2 3 Tablet', 'PrecioProducto': nan}, {'NombreProducto': 'FPVLR Long Range Booster Kit for DJI Phantom 3 STANDARD', 'PrecioProducto': nan}]"
167,batman,"[{'NombreProducto': 'Mattel Batman Animated Re-Paint Penguin Action Figure', 'PrecioProducto': 17.95}, {'NombreProducto': '1993 - ERTL / DC Comics - Batman : The Animated Series - Robin - 2 Inch Die Cast Metal Figure - w/ Collector Sticker - #2470 - Out of Production - New - Mint - Rare - Collectible', 'PrecioProducto': 17.91}, {'NombreProducto': 'The Dark Knight Batman Stealth Launch Batmoblie Vehicle', 'PrecioProducto': 99.99}, {'NombreProducto': 'DC Direct Batman: Arkham Asylum Series 1: Harley Quinn Action Figure', 'PrecioProducto': 46.46}, {'NombreProducto': 'Batman New 01 Exclusive Pop! Vinyl Figure Dc Comics Urban', 'PrecioProducto': nan}]"
168,includes,"[{'NombreProducto': 'Moon Sand Starter Set. Set includes 5 lbs. of Moon Sand', 'PrecioProducto': nan}, {'NombreProducto': '30 Tricks &amp; Tips with a Stripper Deck DVD, Includes a Bicycle Stripper Deck - Easy Magic Card Tricks', 'PrecioProducto': nan}, {'NombreProducto': 'Yellow Rain Coat and Boots 8 Inch - 9116 Fits 8&quot; - 10&quot; bears, includes Build a Bear, The Bear Mill, and Stuff your own Animals.', 'PrecioProducto': nan}, {'NombreProducto': ""New 'GOLD THOMAS' Thomas &amp; Friends Wooden Train Engine Loose Item Includes Exclusive Collector Card Retired Item"", 'PrecioProducto': nan}, {'NombreProducto': 'Kendama Rain Pattern, Includes Extra String', 'PrecioProducto': nan}]"
169,supplies,"[{'NombreProducto': 'Princess and the Frog Party Pack Supplies for 16 Guests', 'PrecioProducto': nan}, {'NombreProducto': 'Mickey Mouse Party Supplies Deluxe Party Kit', 'PrecioProducto': nan}, {'NombreProducto': 'Ultra Pro Card Supplies YUGIOH Deck Protector Sleeves HiGloss Black 50 Count', 'PrecioProducto': nan}, {'NombreProducto': 'Max Protection Card Supplies YUGIOH Card Sleeves Flat Lime Green 60 Count', 'PrecioProducto': 4.99}, {'NombreProducto': 'Unique Industries Curious George Shaped 1834; Foil Balloon (Each) - Party Supplies', 'PrecioProducto': nan}]"
170,cat,"[{'NombreProducto': 'Norscot Cat 777D Off-Highway Truck 1:50', 'PrecioProducto': 106.9}, {'NombreProducto': 'Popular Playthings, Unisex, Educational Electricity Play Activity Kit for Kids Build Electrical Circuits &amp; More, Multicolor, Ages 8 and Up', 'PrecioProducto': 28.92}, {'NombreProducto': 'Thumball Category Mania 4', 'PrecioProducto': 10.84}, {'NombreProducto': ""Dr Seuss Cat in the Hat Plush Thing 1 and Thing 2 Dolls from Kohl's"", 'PrecioProducto': 39.5}, {'NombreProducto': '12 bug catcher nets with toy bugs', 'PrecioProducto': nan}]"
171,activity,"[{'NombreProducto': 'Crayola Activity Tray Bundle', 'PrecioProducto': nan}, {'NombreProducto': 'Popular Playthings, Unisex, Educational Electricity Play Activity Kit for Kids Build Electrical Circuits &amp; More, Multicolor, Ages 8 and Up', 'PrecioProducto': 28.92}, {'NombreProducto': 'The World of Cars Stamp Activity Set', 'PrecioProducto': nan}, {'NombreProducto': '4 Piece Looney Tunes Jumbo Coloring &amp; Activity Book 96 Pg - Assorted', 'PrecioProducto': nan}, {'NombreProducto': 'Disney&reg; Doc McStuffins Coloring and Activity Book Set With Crayons', 'PrecioProducto': nan}]"
172,mega,"[{'NombreProducto': 'Code Geass Kallen 12&quot; Action Figure Plus Megahouse', 'PrecioProducto': nan}, {'NombreProducto': 'Beautiful Butterflies - Good Fortune Butterfly by Mega Puzzles', 'PrecioProducto': nan}, {'NombreProducto': 'Power Rangers Megaforce Action Figure Metallic Force Ultra Yellow Ranger, 4 Inch', 'PrecioProducto': 14.36}, {'NombreProducto': 'OnlineScienceMall 2 Inch Mega Marble ToeBreaker - Jumbo 50mm Glass Marble w Stand (Fiesta)', 'PrecioProducto': 7.95}, {'NombreProducto': 'Pokemon Center National Pokedex Metal Charm Mega Lucario', 'PrecioProducto': 288.7}]"
173,parts,"[{'NombreProducto': ' Erector Motorized Metal Designer Set - 30 Models, 645 Parts', 'PrecioProducto': nan}, {'NombreProducto': 'Tamiya 1:20 Mclaren M23 1976 Photo Etched Parts', 'PrecioProducto': 23.53}, {'NombreProducto': 'Bandai Hobby EXP001 System Weapon 001 1/144 - Builders Parts', 'PrecioProducto': 34.99}, {'NombreProducto': 'Macross: Do You Remember Love? - 1/60 Perfect Trans VF-1S Super &amp; Strike Parts (with Optional Parts)', 'PrecioProducto': 664.29}, {'NombreProducto': 'CRW&reg; Parrot AR Drone 1st &amp; 2.0 Quadcopter Upgrade Gear Shaft Clips Parts 20PCS', 'PrecioProducto': nan}]"
174,child,"[{'NombreProducto': ""Rubie's Costume Co VelmaChild-Large"", 'PrecioProducto': 24.99}, {'NombreProducto': ""Children's Dome Tent, Tunnel, and Teepee"", 'PrecioProducto': nan}, {'NombreProducto': ""Dreamworks Monsters Vs. Aliens Child's Deluxe Dr. Cockroach Costume, Child Small"", 'PrecioProducto': nan}, {'NombreProducto': 'Childrens/Kids Thomas The Tank Engine Fleece Sleep Sac, Sleepover Indoor Sleeping Bag (24 x 60 Inches) (Blue)', 'PrecioProducto': nan}, {'NombreProducto': ""Baker Ross Eye Stickers Value Pack 6 Assorted Designs on a Roll for Children's Craft Projects (Pack of 10) 00"", 'PrecioProducto': 9.95}]"
175,battle,"[{'NombreProducto': 'Battleship', 'PrecioProducto': 49.88}, {'NombreProducto': 'LEGO Star Wars: Battle Droid Carrier (7126)', 'PrecioProducto': 84.42}, {'NombreProducto': 'Bakugan Battle Brawlers Game Single LOOSE Figure Darkon Laserman [Black]', 'PrecioProducto': 29.95}, {'NombreProducto': ""Hot Wheels: Battle DamageD Star Trek USS Enterprise NCC 1701-D Collector's Edition"", 'PrecioProducto': nan}, {'NombreProducto': 'Takaratomy Limited Edition Monster Collection B&amp;W Pokemon Figure with Battle Disc M-044 - Voltolos/Thundurus', 'PrecioProducto': 14.95}]"
176,may,"[{'NombreProducto': 'Maisto R/C 1:10 Scale Lamborghini Gallardo Radio Control Vehicle (Colors May Vary)', 'PrecioProducto': nan}, {'NombreProducto': 'Maisto 1:18 Scale 1957 Chevy Corvette Diecast Vehicle (Colors May Vary)', 'PrecioProducto': 29.79}, {'NombreProducto': 'RoseArt 16-Color Washable Watercolors with Brush, Packaging May Vary (DFB79)', 'PrecioProducto': 4.24}, {'NombreProducto': '20 Rocket Balloons with Pump,(Colors May Vary),Various Packaging.', 'PrecioProducto': 5.0}, {'NombreProducto': 'GYRO Huge Metal Alloy Sky King 3.5CH Remote Control Electric RTF RC Helicopter(COLORS MAY VARY)', 'PrecioProducto': nan}]"
177,wood,"[{'NombreProducto': 'Wonderworld Miniature Wooden Fire Engine Vehicle Push Toy -  Movable Ladder, Driver Included, Real Rubber Tires', 'PrecioProducto': nan}, {'NombreProducto': 'US Coast Guard Utility Boat Wooden Boat Kit by Dumas', 'PrecioProducto': 192.54}, {'NombreProducto': 'B Dazzle Woodpeckers Scramble Squares 9 Piece Puzzle', 'PrecioProducto': 12.99}, {'NombreProducto': 'Wooden Super Tournament', 'PrecioProducto': nan}, {'NombreProducto': 'Glossy Wooden Poker Chip Case - Holds 500 Chips, 2 Decks of Playing Cards and Dice', 'PrecioProducto': nan}]"
178,halloween,"[{'NombreProducto': 'Halloween Treat Barbie Doll', 'PrecioProducto': 22.63}, {'NombreProducto': 'Kellytoy Halloween Plush Bear 12&quot; Purple', 'PrecioProducto': nan}, {'NombreProducto': 'Halloween Ghoulish Punch Balloon', 'PrecioProducto': 5.19}, {'NombreProducto': 'Blue Hackle Feather Costume Wig Halloween Costume Coque Feather Wigs (Atlanta, GA)', 'PrecioProducto': nan}, {'NombreProducto': 'Dancing Pumpkin Solar Toy Halloween Nightmare Party Home Decor Gift US Seller', 'PrecioProducto': nan}]"
179,500,"[{'NombreProducto': 'Glossy Wooden Poker Chip Case - Holds 500 Chips, 2 Decks of Playing Cards and Dice', 'PrecioProducto': nan}, {'NombreProducto': ""Evening at Grandma's 500 pc Jigsaw Puzzle"", 'PrecioProducto': 14.78}, {'NombreProducto': 'Amish Quilts 500 Piece Puzzle Featuring the Art of Eric Dowdle', 'PrecioProducto': 21.99}, {'NombreProducto': 'SunsOut Lionel Catalog Series: 1952 500 pc Jigsaw Puzzle', 'PrecioProducto': nan}, {'NombreProducto': 'Ultra Monster 500 series #41: ZAMSHA', 'PrecioProducto': 8.46}]"
180,balloons,"[{'NombreProducto': '20 Rocket Balloons with Pump,(Colors May Vary),Various Packaging.', 'PrecioProducto': 5.0}, {'NombreProducto': 'Solid Color Latex Balloons | Carribbean Blue | Pack of 100 | Party Decor', 'PrecioProducto': 15.73}, {'NombreProducto': 'MAD About MINNIE MOUSE Red Polka Dots Dress Party 10 Mylar + Latex Balloons Set by Lgp', 'PrecioProducto': 9.39}, {'NombreProducto': 'Single Source Party Supplies - Cars 1st Birthday Bouquet Mylar Foil Balloons', 'PrecioProducto': nan}, {'NombreProducto': '100 Count Balloons 10 Inch Thick Latex Kids Boy Girl Children Party Activity Campaign Events Celebrations Promotions Balloons White', 'PrecioProducto': nan}]"
