,PalabraClave,Recomendaciones
183,extra,"[{'NombreProducto': 'Gaviscon Extra Strength Chewable Antacid Tablets-100 ct.', 'PrecioProducto': 15.49}, {'NombreProducto': 'Rolaids Extra Freshmint (Pack of 12)', 'PrecioProducto': nan}, {'NombreProducto': 'Algae Extract &amp; Hyaluronate Gel - 4.0oz / 113g', 'PrecioProducto': nan}, {'NombreProducto': 'The Pedi Store (TM) Extra Coarse Blue Micro Mineral Replacement Rollers for Micro Pedi (8 Pack)', 'PrecioProducto': nan}, {'NombreProducto': 'Planetary Herbals Ashwaganda Liquid Herbal Extract, Lemon 2 Fl Oz (Pack of 3)', 'PrecioProducto': nan}]"
184,pendant,"[{'NombreProducto': 'Boot Chains with Rhinestone Fleur De Lis Pendant Black (15&quot;) - Adjustable Boot Chain for Women', 'PrecioProducto': nan}, {'NombreProducto': 'Vintage Antique Bronze Globe Tellurian Binoculars Pendant Necklace By VAGA&reg;', 'PrecioProducto': 4.49}, {'NombreProducto': 'Vintage Classic Style Silver Chain Fashion Necklace Red Camera Pendant By VAGA&reg;', 'PrecioProducto': 3.99}, {'NombreProducto': 'JS Collection Jewelry Rose Gold Plated Austrian Crystal Pendant Elegant Necklace', 'PrecioProducto': nan}, {'NombreProducto': ""JulyCoffee Women's Elephant Pendant 18k Gold Plated Dress Chain 30&quot; Necklace B818"", 'PrecioProducto': nan}]"
185,shea,"[{'NombreProducto': 'Pre de Provence Artisanal French Soap Bar Enriched with Shea Butter, Quad-Milled For A Smooth &amp; Rich Lather (250 grams) - Linden', 'PrecioProducto': 10.32}, {'NombreProducto': 'Conair 80014N 6-1/2"" Professional Barber Shears', 'PrecioProducto': 8.99}, {'NombreProducto': 'Logo Silver Shear Collection #212 by Cricket', 'PrecioProducto': nan}, {'NombreProducto': 'SUN POTION Wildcrafted Shea Butter (Unrefined) - 8 oz. Jar', 'PrecioProducto': nan}, {'NombreProducto': 'Kola Ginger &amp; Shea Daily Fortifying Shampoo', 'PrecioProducto': nan}]"
186,orange,"[{'NombreProducto': 'Arginaid - Orange (box of 14 9.2g packets)', 'PrecioProducto': 25.26}, {'NombreProducto': 'Mia Rose Air Therapy Orange 2.2 oz', 'PrecioProducto': nan}, {'NombreProducto': 'Zig Zag Orange Rolling Papers 1 1/4 - 2 Pack', 'PrecioProducto': 5.02}, {'NombreProducto': 'Scruples Urban Shock Color Craze, Orange, 2.5 Ounce', 'PrecioProducto': 12.5}, {'NombreProducto': ""Women's Wallet for Smartphones - fits Blu Life One L120 (Tangerine Orange/Kiwi Green) Exposed Screen for Easy Alert Acces + NextDia Cable Wrap"", 'PrecioProducto': nan}]"
187,made,"[{'NombreProducto': '3 Swords Germany &ndash; brand quality 8 piece manicure pedicure grooming kit set for professional finger &amp; toe nail care scissors clipper fashion leather case in gift box, Made in Solingen Germany (956415)', 'PrecioProducto': nan}, {'NombreProducto': 'Designer Skin Tanning Lotion Packets Luminary Masquerade Aphrodisiac Betrayal Hero Worship Made For Love Tanning Lotion Packettes', 'PrecioProducto': nan}, {'NombreProducto': 'Bridal Wedding Ivory Pearl Handmade Tiara use Swarovski Crystal', 'PrecioProducto': nan}, {'NombreProducto': 'Wedding Bridal Ivory Flower Fabric Crystal Handmade Tiara', 'PrecioProducto': nan}, {'NombreProducto': 'LUXURIOUS BATH SOAP 12 OZ MADE IN USA - JUICY PEAR', 'PrecioProducto': nan}]"
188,metal,"[{'NombreProducto': 'Stars &amp; Stripes Gait Belts BARIATRIC METAL BUCKLE', 'PrecioProducto': 21.99}, {'NombreProducto': 'Joico ICE Hair Spiker Colorz Metallix Bling Bling Gold 1.69 fl. oz. (50 ml)', 'PrecioProducto': 15.01}, {'NombreProducto': 'Angel Men by Thierry Mugler for Men Miniature Collectible (Metal Flask)', 'PrecioProducto': nan}, {'NombreProducto': ""Ladies' Kitty Metal Cased Rhinestone Watch with Leather Strap - Black"", 'PrecioProducto': nan}, {'NombreProducto': 'Change Lots 200pcs Tibetan Daisy Spacer Metal Beads 4mm Jewelry Making', 'PrecioProducto': 5.09}]"
189,concealer,"[{'NombreProducto': 'Prestige Light Response Self-Adjusting Undereye Concealer FC-15 Caramel', 'PrecioProducto': nan}, {'NombreProducto': 'Daniel Sandler Camo Cover Concealer 3g 04', 'PrecioProducto': nan}, {'NombreProducto': 'e.l.f. Essential All Over Cover Stick Concealer 3205 Ivory', 'PrecioProducto': nan}, {'NombreProducto': 'creaseless concealer, tan 0.28 oz (8 g)', 'PrecioProducto': nan}, {'NombreProducto': 'Silvercell Poreless Pressed Powder Compact Powder Face Contour Makeup Concealer', 'PrecioProducto': nan}]"
190,plastic,"[{'NombreProducto': 'Bath &amp; Body Works Cat Shaped Hard Plastic Hand Massager - Blue, Purple, Pink Floral Pattern', 'PrecioProducto': nan}, {'NombreProducto': 'Quality Club &amp; School Chess Set Combo with Plastic Chess Pieces, Roll Up Vinyl Chess Board and Bag - Blue', 'PrecioProducto': nan}, {'NombreProducto': 'So Beauty Female Blue Wide-Tooth Comb Plastic Hair Comb, 7.2&quot;', 'PrecioProducto': nan}, {'NombreProducto': 'Fatheadz Pure FH0041 Grey Plastic Optical Frame', 'PrecioProducto': nan}, {'NombreProducto': 'Wormhole&reg; 50pcs Disposable Tattoo Tips Tattoo Supply Blue Plastic -Sterile Round Tips (3RT)', 'PrecioProducto': 6.99}]"
191,blush,"[{'NombreProducto': 'Fashion Fair Beauty Portfolio 32 Piece Set Blush Eyeshadow Lipstick Lipgloss Brushes', 'PrecioProducto': nan}, {'NombreProducto': 'Mirenesse Cosmetics Marble Mineral Blush - Winner Best Blush 12g/.42oz (5. Rose Diamond) - Authentic', 'PrecioProducto': nan}, {'NombreProducto': 'BOOTS Champneys Spa Indulgence Citrus Blush Dry Body Oil', 'PrecioProducto': nan}, {'NombreProducto': 'Urban Decay Afterglow 8-hour Powder Blush - Fetish By Urban Decay for Women - 0.23 Oz Blush, 0.23 Ounce', 'PrecioProducto': 17.45}, {'NombreProducto': 'Sleek Makeup Creme to Powder Blush (French Rose) by Sleek Make Up', 'PrecioProducto': nan}]"
192,glass,"[{'NombreProducto': 'Night Queen - Fancy Glass Bottle - Song of India Perfume Oil', 'PrecioProducto': 11.95}, {'NombreProducto': ' Buxton Reading and Sunglasses Set with Buxton Leather Case- 2.0 x ', 'PrecioProducto': nan}, {'NombreProducto': 'Chrystal Glass Heart Necklace and Ring and Earring Gift Set - Best Stocking Stuffers and Christmas Gift Ideas for Sister Mom Teacher Daughter Grandma', 'PrecioProducto': nan}, {'NombreProducto': 'Eyeglasses Boss Black Boss 0299/U 0003 Matte Black', 'PrecioProducto': nan}, {'NombreProducto': 'Cold Pressed Unrefined Cucumber Oil 4 oz in Amber Glass', 'PrecioProducto': nan}]"
193,eyeliner,"[{'NombreProducto': 'Loreal Le Kohl Pencil Smooth Defining Eyeliner, Black Sable - 0.04 Oz', 'PrecioProducto': nan}, {'NombreProducto': 'SHANY smokey eyes -Eyeshades,mascara,eyeliner - Pearl Blue', 'PrecioProducto': nan}, {'NombreProducto': 'The Ultimate Eyeliner in Black Magic', 'PrecioProducto': nan}, {'NombreProducto': '2 Pack e.l.f. Essential Shimmer Eyeliner Pencil 7608 Plum Passion', 'PrecioProducto': nan}, {'NombreProducto': '(6 Pack) JORDANA Semi-Permanent Liquid Eyeliner - Keep On Silver', 'PrecioProducto': nan}]"
194,glitter,"[{'NombreProducto': 'Goody Girls Glitter Filled Headband, 6 count per pack -- 6 per case.', 'PrecioProducto': 6.91}, {'NombreProducto': 'Yesurprise 10pcs Alloy Nail Art Tips 3D Special Style Rhinestone Glitters Beads DIY Decoration', 'PrecioProducto': nan}, {'NombreProducto': 'Nicedeco - Pretty 100pcs Glitter Sapphire Twinkle Slice Fashion False French Acrylic Nail Tips New with Box', 'PrecioProducto': nan}, {'NombreProducto': '11 Colors Glitter Shimmer Builder Gel UV Gel for False Tips Extension Manicure', 'PrecioProducto': 19.98}, {'NombreProducto': 'BMC Silver Glitter and Rhinestone Sticker Transfer Temporary Tattoo-Sexy Curves', 'PrecioProducto': nan}]"
195,liner,"[{'NombreProducto': 'Avon ULTRA LUXURY Eye Liner', 'PrecioProducto': nan}, {'NombreProducto': 'Urban Apothecary Chisel Taklon Angle Liner Brush', 'PrecioProducto': nan}, {'NombreProducto': 'Loreal Le Kohl Pencil Smooth Defining Eyeliner, Black Sable - 0.04 Oz', 'PrecioProducto': nan}, {'NombreProducto': 'SHANY smokey eyes -Eyeshades,mascara,eyeliner - Pearl Blue', 'PrecioProducto': nan}, {'NombreProducto': 'Dejavu / Lasting-fine RN Brush Pen Liquid Type 1 Glossy Black / Liquid Eye Liner', 'PrecioProducto': 25.74}]"
196,lady,"[{'NombreProducto': '2013 Sexy Women/Lady Deep U Neck Bare Back Backless Dress Hem Tank Swallow Tail Sleeveless Summer Long Dress', 'PrecioProducto': nan}, {'NombreProducto': ""Generic Lady Girl Women's Devil Skeleton Hand Claw Hair Clip Hairpin Decor(Purple)"", 'PrecioProducto': nan}, {'NombreProducto': 'Lady Girl Fashion Stylish Metal Hair Cuff Band Ponytail Holder Clip Hairband Silver', 'PrecioProducto': nan}, {'NombreProducto': 'Cute Soft Round Sponge Ball Hair Curlers / Roller For Ladypink, 12pcs', 'PrecioProducto': nan}, {'NombreProducto': 'Starfish Hair Band Lady Seaside Star Bandeau Hairpin Fashion Decorative Accessories Hair Accessories Headwear by Cf-fashion Hair Accessories', 'PrecioProducto': nan}]"
197,smooth,"[{'NombreProducto': 'Pre de Provence Artisanal French Soap Bar Enriched with Shea Butter, Quad-Milled For A Smooth &amp; Rich Lather (250 grams) - Linden', 'PrecioProducto': 10.32}, {'NombreProducto': 'LA CROSS Foot Smoothing Disk', 'PrecioProducto': 6.89}, {'NombreProducto': 'Avon Advance Techniques Moisture Sleek Smoothing Cream', 'PrecioProducto': nan}, {'NombreProducto': 'Loreal Le Kohl Pencil Smooth Defining Eyeliner, Black Sable - 0.04 Oz', 'PrecioProducto': nan}, {'NombreProducto': 'Avon Foot Works Smoothing Foot Scrub Pomegranate Chocolate 3.4oz.', 'PrecioProducto': 19.99}]"
198,0.5,"[{'NombreProducto': 'Liz Claiborne Collection Perfume 5 Piece Miniature Gift Set for Women, 0.5 Ounce', 'PrecioProducto': nan}, {'NombreProducto': 'Biotherm by BIOTHERM For women Nutrisource Levres Nourishing Lip Balm--/0.5OZ(Skincare - Night Care)', 'PrecioProducto': nan}, {'NombreProducto': 'Piggy Paint Nail Polish - Jazz It Up - 0.5 oz', 'PrecioProducto': nan}, {'NombreProducto': 'Banana Boat Kids Sunscreen Stick SPF 30 0.55-ounce Sticks (Pack of 12)', 'PrecioProducto': nan}, {'NombreProducto': 'PrecisionMD Vivatia Active Repair Complex 0.5% Retinol (1.7 oz)', 'PrecioProducto': nan}]"
199,ndash,"[{'NombreProducto': '3 Swords Germany &ndash; brand quality 8 piece manicure pedicure grooming kit set for professional finger &amp; toe nail care scissors clipper fashion leather case in gift box, Made in Solingen Germany (956415)', 'PrecioProducto': nan}, {'NombreProducto': 'Cellumis Anti-Aging Duo &ndash; Maximum Strength Wrinkle Serum + Advanced Eye Treatment Combo - contains Argireline, Matrixyl, Haloxyl, Hyaluronic Acid, Powerful Collagen Booster and a proprietary blends, 30 day supply &ndash; Try it now and see the difference in 30 days!!', 'PrecioProducto': nan}, {'NombreProducto': 'SweetCheeks Cellulite Massage Mat: Increase Local Circulation While You Sit - Reduce the appearance of Cellulite - FDA Listed &ndash; Portable - No creams or scrubbing required! Cool Gray (Flexible)', 'PrecioProducto': nan}, {'NombreProducto': 'Flower Child: &ldquo;The Yangtze&rdquo; Portable Cosmetic Toiletries Bag &ndash; Swirls and Dandelion Trim &ndash;&ndash; Easy Clean Liner &ndash; Double Stitched Heavy Fabric &ndash; Triangular Design for Maximum No-Bulk Capacity &ndash; Large', 'PrecioProducto': nan}, {'NombreProducto': 'NYX Rouge Cream Blush &ndash; CB07 RED CHEEKS', 'PrecioProducto': nan}]"
200,round,"[{'NombreProducto': 'Earthly Body Round Candle, Cucumber Melon, 6.8-Ounce', 'PrecioProducto': 13.98}, {'NombreProducto': 'Gourmet Coarse Ground Himalayan Pink Salt', 'PrecioProducto': nan}, {'NombreProducto': 'New Heavy Duty Nylon 55 Round Shotgun Shell Bandolier', 'PrecioProducto': 16.95}, {'NombreProducto': 'Reclining Hydraulic Multi-purpose Checker Styling Chair with Round Base MP-61R-BLK', 'PrecioProducto': nan}, {'NombreProducto': 'niceEshop(TM) Round Acrylic Nail Art False Tips Display for Wheel Board Polish Tool (White,Set of 10)', 'PrecioProducto': nan}]"
201,foot,"[{'NombreProducto': 'Pedifix Pediplast Advanced Moldable Footcare Compound 1 Jar Compound (400 Grams) 4 Tubes Curing - Model 8002 - Each', 'PrecioProducto': 146.99}, {'NombreProducto': 'LA CROSS Foot Smoothing Disk', 'PrecioProducto': 6.89}, {'NombreProducto': 'Avon Sparkling Foot Tub', 'PrecioProducto': nan}, {'NombreProducto': 'Avon Foot Works Smoothing Foot Scrub Pomegranate Chocolate 3.4oz.', 'PrecioProducto': 19.99}, {'NombreProducto': 'Foot Works Sugar Lime Mojito Refreshing Spray', 'PrecioProducto': nan}]"
202,mist,"[{'NombreProducto': ""Unker's Eucalyptus Sanitizing Room Spray Mist - 2 Fluid Ounces"", 'PrecioProducto': nan}, {'NombreProducto': 'Tigi Bed Head Mini Headrush Shine Mist 2.7 oz', 'PrecioProducto': nan}, {'NombreProducto': ""Victoria's Secret Beauty Rush Plumdrop Body Mist"", 'PrecioProducto': nan}, {'NombreProducto': 'Dawnmist&reg; Roll-on Antiperspirant Deodorant- White Bottle (Case of 96)', 'PrecioProducto': 44.04}, {'NombreProducto': 'Rested &amp; Refreshed Travel Aromatherapy Pillow Mist', 'PrecioProducto': nan}]"
203,sea,"[{'NombreProducto': 'Kenyon Consumer Products 45102-M Seam Sealer 3 Waterbased 2 Oz', 'PrecioProducto': 5.43}, {'NombreProducto': 'One With Nature Dead Sea Fragrance Free Lotion, 12 Ounce -- 2 per case.', 'PrecioProducto': nan}, {'NombreProducto': 'Limited Edition Arbonne Aromassentials Awaken Sea Salt Scrub 5-pack', 'PrecioProducto': nan}, {'NombreProducto': 'TILVEE Argan Sea Buckthorn Age-Defying Creme, 2 Ounce', 'PrecioProducto': nan}, {'NombreProducto': 'Veris Dead Sea Natural Cosmetics, Cellular Repair Cream SPF 25 for All Skin Types', 'PrecioProducto': nan}]"
204,golden,"[{'NombreProducto': 'Moyishi Clear 3.5oz PET Jar w/Golden Metal Aluminum Cover 20pk Mini Jar', 'PrecioProducto': nan}, {'NombreProducto': ""L'Oreal Natural Match No-Ammonia Color-Calibrated Creme, Light Golden Brown, 6W Warmer - 1 ea, Pack of 3"", 'PrecioProducto': nan}, {'NombreProducto': '3 Sheets Golden Peacock Feather Nail Art Stickers Manicure DIY Decals Accessory', 'PrecioProducto': nan}, {'NombreProducto': 'Fancy Golden Necklace With Sun Ray Shaped Metal Tassels And Fine Long Chain By VAGA&reg;', 'PrecioProducto': 4.49}, {'NombreProducto': 'Elegant Classy Golden Colored Sweater Necklace With Infinity Symbol Pendant On Long Chain By VAGA', 'PrecioProducto': 3.49}]"
205,secret,"[{'NombreProducto': ""Nature's Secret Ultimate Urinary Cleanse 60ct"", 'PrecioProducto': nan}, {'NombreProducto': 'Secret Flawlessly Invisible Solid, Totally Fresh, 2.6-Ounce Bottle (Pack of 4)', 'PrecioProducto': nan}, {'NombreProducto': 'Secret Sheer Dry Solid Antiperspirant &amp; Deodorant, Spring Breeze - 2.6 oz', 'PrecioProducto': 5.4}, {'NombreProducto': 'Victoria Secret Kissable Body Icing Pens', 'PrecioProducto': 49.0}, {'NombreProducto': 'Secret Scent Expressions Clear Gel Antiperspirant &amp; Deodorant Passionista Fruit Scent 2.7 Oz (Pack of 2)', 'PrecioProducto': nan}]"
206,mascara,"[{'NombreProducto': 'Maybelline Sky High Curves Washable Mascara, Brownish Black 402 - 0.16 fl. oz.', 'PrecioProducto': nan}, {'NombreProducto': 'Manhattan 14376 Long Swing Mascara Black by Manhattan', 'PrecioProducto': nan}, {'NombreProducto': 'SHANY smokey eyes -Eyeshades,mascara,eyeliner - Pearl Blue', 'PrecioProducto': nan}, {'NombreProducto': 'Premium Quality Beauty Make up Set Kit of 100 Black Disposable Eyelash Mini Brushes Mascara Wands Applicators By VAGA', 'PrecioProducto': 9.99}, {'NombreProducto': '(3 Pack) NYC City Curls Curling Mascara - Extreme Black by N.Y.C.', 'PrecioProducto': nan}]"
207,make,"[{'NombreProducto': 'KIEHLS ORIGINAL MUSK EDT SPRAY 3.4 OZ UNBOXEDUNISEX Genuine Brand Professional Makeup Result', 'PrecioProducto': nan}, {'NombreProducto': 'Almay Moisturizing Eye Makeup Remover Pads, 80-Pads (Pack of 4)', 'PrecioProducto': nan}, {'NombreProducto': 'Biore SHIKKARI Eye Make-Up Remover Sheet 36 Sheet (Japan Import)', 'PrecioProducto': 7.5}, {'NombreProducto': 'Newest! Friend holder Permanent Cigarette Filtering System.Make the smoke CLEAN and COOL', 'PrecioProducto': 14.95}, {'NombreProducto': 'Maja Make-Up by Myrurgia Lip Stick Vino 06-4g', 'PrecioProducto': nan}]"
208,heart,"[{'NombreProducto': 'Resistance Chair Training DVD - Training Video - Strong Heart, Strong Body', 'PrecioProducto': nan}, {'NombreProducto': '3 Heart Keychain Gift Set / Heart Purse Charms - Great Gifts for Women Who Love Bling or Hearts Jewelry', 'PrecioProducto': nan}, {'NombreProducto': 'Versatile Four Stunning Crystal Hearts 18k Plated White Gold Necklace--Perfect for Every Occasion, Valentines, Wedding, Holidays, Gift for Wife, Girlfriend, Bff, Sister, Bridesmaids-- Arrives in Gift Box', 'PrecioProducto': nan}, {'NombreProducto': 'Cuba Wild Heart Eau De Toilette Spray - 100ml/3.3oz', 'PrecioProducto': 12.99}, {'NombreProducto': 'Chrystal Glass Heart Necklace and Ring and Earring Gift Set - Best Stocking Stuffers and Christmas Gift Ideas for Sister Mom Teacher Daughter Grandma', 'PrecioProducto': nan}]"
209,blonde,"[{'NombreProducto': 'Fantasia Color Glosser Natural Highlights 5oz (Blondes)', 'PrecioProducto': nan}, {'NombreProducto': 'NEW fashion HOT sexy Long light Blonde Straight Anime cosplay wigs party Masquerade girls 50CM', 'PrecioProducto': nan}, {'NombreProducto': 'Clairol Root Touch-Up Nice N Easy Permanent Color Dark Blonde 7', 'PrecioProducto': 7.99}, {'NombreProducto': 'Natural Instincts - 8A Linen (Medium Cool Blonde) 1 Each (Pack of 2)', 'PrecioProducto': 20.85}, {'NombreProducto': 'RainbowWigs Stylish Short Kanekalon Blonde Curly Hair Wig for Women ST24', 'PrecioProducto': nan}]"
210,count,"[{'NombreProducto': 'Goody Girls Glitter Filled Headband, 6 count per pack -- 6 per case.', 'PrecioProducto': 6.91}, {'NombreProducto': 'Exaltria Is Nature&rsquo;s Answer to Wrinkle-free Skin. This Innovative, Dietary Supplement Hydrates From Within to Increase the Glossiness, Elasticity and Youthful Glow of Your Skin. 30 Count Pills.', 'PrecioProducto': nan}, {'NombreProducto': 'Frozen 3D Pop Mirror and Lip Sticks, 5 Count', 'PrecioProducto': nan}, {'NombreProducto': 'color trak Duckbill Clips, Pink/Black/Yellow, 6 Count', 'PrecioProducto': nan}, {'NombreProducto': '1000 Count Double-Tipped Cotton Swab Value Pack', 'PrecioProducto': nan}]"
211,system,"[{'NombreProducto': 'Newest! Friend holder Permanent Cigarette Filtering System.Make the smoke CLEAN and COOL', 'PrecioProducto': 14.95}, {'NombreProducto': 'Bellabaci Cups Anti-Aging Facial Chinese Cupping Massage System - Removes Puffy Eyes, Reduce and Prevent Wrinkles - Anti Aging Silicone Facial Massage Cups', 'PrecioProducto': 39.0}, {'NombreProducto': 'TANNING Essentials Maxi PRO BLACK Indoor Spray Tan Machine Professional System', 'PrecioProducto': nan}, {'NombreProducto': 'OPTIPHEN PLUS (PARABEN AND FORMALDEHYDE-FREE PRESERVATIVE SYSTEM) 4 OUNCES (REAL OPTIPHEN PLUS!)', 'PrecioProducto': nan}, {'NombreProducto': 'Wella Koleston Color Storage System 25 tubes capacity', 'PrecioProducto': nan}]"
212,french,"[{'NombreProducto': 'Pre de Provence Artisanal French Soap Bar Enriched with Shea Butter, Quad-Milled For A Smooth &amp; Rich Lather (250 grams) - Linden', 'PrecioProducto': 10.32}, {'NombreProducto': '2012 fashion style nail art nail decals Fashion French Nail stickers cobwebs by YiMei', 'PrecioProducto': nan}, {'NombreProducto': 'Nicedeco - Pretty 100pcs Glitter Sapphire Twinkle Slice Fashion False French Acrylic Nail Tips New with Box', 'PrecioProducto': nan}, {'NombreProducto': 'French milled Rose natural soap - 2 boxes (24 bars)', 'PrecioProducto': 149.6}, {'NombreProducto': 'WATER NAIL DECALS TRANSFERS STICKERS TATTOO ART SET #362 &amp; 172. **plus x48 nail tip guides!!** x24 GREEN CANNABIS HASH WEED LEAF SMOKE DOPE TATTOO WRAPS &amp; x48 FRENCH MANICURE TIP GUIDES! CAN BE USED WITH NATURAL GEL ACRYLIC STICK ON NAILS! OR WITH GLITTER DUST CAVIAR BEADS ALLOYS DECORATIONS CONFETTI FIMO SHAPES TAPE PENS RHINESTONES!', 'PrecioProducto': nan}]"
213,small,"[{'NombreProducto': 'Aquis Microfiber Shawl Collar Robe, Waffle, White, Small/Medium', 'PrecioProducto': 110.0}, {'NombreProducto': 'Anastasia Angled Cut Brush - Small 15 Angled Cut Brush - Small 15', 'PrecioProducto': nan}, {'NombreProducto': 'Nasal Strips - 50 Small/Medium Strips (5packs x 10strips)', 'PrecioProducto': nan}, {'NombreProducto': '1Pair Indian style Beach Barefoot Sandals Adorn Small Bell Anklet Chain Foot Chain Gold', 'PrecioProducto': nan}, {'NombreProducto': 'SPECIAL SET small - Nailart NAIL TATTOO STICKER - paws - black', 'PrecioProducto': nan}]"
214,love,"[{'NombreProducto': 'Edema Control Glove - Full Finger - Large (35/8-4', 'PrecioProducto': 15.25}, {'NombreProducto': 'Kama Sutra Oil of Love - Strawberries &amp; Champagne', 'PrecioProducto': nan}, {'NombreProducto': 'Love Potion ~ Scented Sexology 1/3 Fl. Oz. Pheromone Enhanced Perfume Oil for Women', 'PrecioProducto': 32.95}, {'NombreProducto': '3 Heart Keychain Gift Set / Heart Purse Charms - Great Gifts for Women Who Love Bling or Hearts Jewelry', 'PrecioProducto': nan}, {'NombreProducto': 'Lipstick- Red- Allergy Tested- Fragrance Free- Hypoallergenic- Ruby by be Lovely', 'PrecioProducto': nan}]"
215,bridal,"[{'NombreProducto': 'SparklyCrystal Bridal Wedding Prom Tiara With Teardrop Crystal 44468', 'PrecioProducto': nan}, {'NombreProducto': 'Charm Fashion Crystal Rhinestone Bridal Hair Clip Barrettes,Champagne', 'PrecioProducto': nan}, {'NombreProducto': 'Bridal Wedding Ivory Pearl Handmade Tiara use Swarovski Crystal', 'PrecioProducto': nan}, {'NombreProducto': 'Mefeir Elegant 15 Years Old Style Tiara Crown Headband Comb Pin Fashion Rhinestone Wedding Bridal Bride Party Birthday Tiaras', 'PrecioProducto': nan}, {'NombreProducto': 'Wedding Bridal Ivory Flower Fabric Crystal Handmade Tiara', 'PrecioProducto': nan}]"
216,massage,"[{'NombreProducto': 'Bath &amp; Body Works Cat Shaped Hard Plastic Hand Massager - Blue, Purple, Pink Floral Pattern', 'PrecioProducto': nan}, {'NombreProducto': 'SpaMassage Foot Massager with Comfort Fabric', 'PrecioProducto': nan}, {'NombreProducto': 'Khadi Natural Gold Herbal Face Massage Gel With Aloe Vera 50 Gm', 'PrecioProducto': 8.65}, {'NombreProducto': 'Bellabaci Cups Anti-Aging Facial Chinese Cupping Massage System - Removes Puffy Eyes, Reduce and Prevent Wrinkles - Anti Aging Silicone Facial Massage Cups', 'PrecioProducto': 39.0}, {'NombreProducto': 'JUJU&reg; New Long Handled Colorful Body Bath Shower Massager Back Skin Cleaning Brush', 'PrecioProducto': nan}]"
217,deodorant,"[{'NombreProducto': 'Secret Sheer Dry Solid Antiperspirant &amp; Deodorant, Spring Breeze - 2.6 oz', 'PrecioProducto': 5.4}, {'NombreProducto': 'Secret Scent Expressions Clear Gel Antiperspirant &amp; Deodorant Passionista Fruit Scent 2.7 Oz (Pack of 2)', 'PrecioProducto': nan}, {'NombreProducto': ""L'Or&eacute;al Paris Men Expert Deodorant Roll-On - Full Power (50ml)"", 'PrecioProducto': nan}, {'NombreProducto': 'Arm &amp; Hammer Deodorant 2.6oz Solid Ultra Max Unscented (2 Pack)', 'PrecioProducto': 11.1}, {'NombreProducto': 'Dawnmist&reg; Roll-on Antiperspirant Deodorant- White Bottle (Case of 96)', 'PrecioProducto': 44.04}]"
218,curly,"[{'NombreProducto': 'La-Brasiliana Ricci Straight &amp; Curly Hair Balm, 8.45 fl.oz.', 'PrecioProducto': 19.9}, {'NombreProducto': 'Natural Special Long Wavy Curly Light Brown Fluffy Party Wig Daily Hair Wig 5 different colors(HMZ-233 AG))', 'PrecioProducto': nan}, {'NombreProducto': 'SCRUNCHIE HAIR EXTENSION CURLY UP DO (29 Black Grey Mix) by Vanessa Grey Hair Designs', 'PrecioProducto': nan}, {'NombreProducto': 'CURLY OR MESSY DRAWSTRING UPDO FULL BUN ADD BODY BLACK', 'PrecioProducto': nan}, {'NombreProducto': 'Diy-Wig New Fluffy Style Hair Wigs White Highlights in Brown Short Curly Fluffy for Fashion Women Ladies', 'PrecioProducto': nan}]"
219,coconut,"[{'NombreProducto': 'Coconut Lips- 1 Pack (3 Masks)', 'PrecioProducto': nan}, {'NombreProducto': '100% Pure NEW!! Tahiti (Coconut/Vanilla) MINI scrub - each', 'PrecioProducto': nan}, {'NombreProducto': 'Fiesta Sun COCONUT DREAM Moisturizing 16 oz Lotion Extend After Tanning Tan Bed', 'PrecioProducto': nan}, {'NombreProducto': ""Victoria's Secret Beauty Rush Body 3 in 1 Wash for Shower, Bubble Bath &amp; Hair Coconut Craze 8.4 Fl Oz"", 'PrecioProducto': 89.95}, {'NombreProducto': 'Fruits &amp; Flowers Fragrance Oils (Select Your Favorite Scent) (Coconut)', 'PrecioProducto': nan}]"
220,acne,"[{'NombreProducto': 'DermaQuest DermaClear Non-Drying Kaolin Clay Calming Mask for Post-Acne Discoloration, 2 oz', 'PrecioProducto': 46.0}, {'NombreProducto': 'AFRICAN FORMULA Cleansing Antiseptic Acne Soap Jabon Barros Espinillas 4-PACK', 'PrecioProducto': nan}, {'NombreProducto': 'Hotrose&reg; 5pcs Double-side Blackhead Pimple Blemish Acne Extractor Needle Skin Remover Tool', 'PrecioProducto': nan}, {'NombreProducto': 'RF Thermage Treatment Anti Aging Skin Care Facial Machine, Skin Tightening Face Lifts Wrinkle Remover, Cystic Acne Scar Pimple Removal, Reduce Cellulite Collagen Enhance Home Use for Women Teens', 'PrecioProducto': nan}, {'NombreProducto': 'New Bestseller Acne &amp; Blemish Treatments Nuobisong Removal Acne Scar Stretch Marks Cream Treatment Face Care Whitening', 'PrecioProducto': 11.99}]"
221,shadow,"[{'NombreProducto': 'Bare Escentuals i.d. Bare Minerals Meet the Nuts Eyeshadow Kit', 'PrecioProducto': nan}, {'NombreProducto': 'Ulta Shimmery Eye Shadow, Truffle', 'PrecioProducto': nan}, {'NombreProducto': 'Fashion Fair Beauty Portfolio 32 Piece Set Blush Eyeshadow Lipstick Lipgloss Brushes', 'PrecioProducto': nan}, {'NombreProducto': 'Sleek I-divine Eyeshadow Palette (Aqua- Lagoon)', 'PrecioProducto': nan}, {'NombreProducto': 'NYX Cosmetics Smokey Sex Bomb Dark Eye Shadow Set', 'PrecioProducto': nan}]"
